Timestamp,Location,Current conditions,temperature,feels like,High,Low,Precipitation (%),Relative Humidity (%),Barometer (atm),Dew Point,Visibility (Miles),(Wind Direction),Wind Speed (mph)
Mon Feb  1 04:38:20 2010," US and USA, TX and Texas, Dallas, 75201",Partly Cloudy,33,33,45,32,20,84,30.20 Steady ,29,9,CALM,0
Mon Feb  1 05:21:29 2010," US and USA, TX and Texas, Dallas, 75201",Partly Cloudy,32,32,45,32,20,88,30.20 Steady ,29,9,CALM,0
Mon Feb  1 06:06:23 2010," US and USA, TX and Texas, Dallas, 75201",Partly Cloudy,32,32,45,33,20,89,30.20 Steady ,30,9,CALM,0
Mon Feb  1 06:49:32 2010," US and USA, TX and Texas, Dallas, 75201",Partly Cloudy,33,33,45,33,20,87,30.20 Steady ,29,9,CALM,0
Mon Feb  1 07:33:22 2010," US and USA, TX and Texas, Dallas, 75201",Partly Cloudy,32,32,45,34,20,87,30.19 Steady ,29,6,CALM,0
Mon Feb  1 08:16:47 2010," US and USA, TX and Texas, Dallas, 75201",Partly Cloudy,32,32,45,34,20,87,30.19 Steady ,29,6,CALM,0
Mon Feb  1 09:00:15 2010," US and USA, TX and Texas, Dallas, 75201",Partly Cloudy,34,34,45,34,20,88,30.19 Steady ,30,6,WNW,2
Mon Feb  1 09:43:12 2010," US and USA, TX and Texas, Dallas, 75201",Partly Cloudy,32,32,53,40,20,87,30.18 Steady ,29,6,N,1
Mon Feb  1 10:26:45 2010," US and USA, TX and Texas, Dallas, 75201",Mostly Cloudy,32,32,53,40,20,89,30.18 Steady ,29,6,CALM,0
Mon Feb  1 11:09:42 2010," US and USA, TX and Texas, Dallas, 75201",Mostly Cloudy,32,32,53,40,20,87,30.18 Steady ,29,6,CALM,0
Mon Feb  1 11:53:09 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,32,32,53,40,20,92,30.17 Steady ,30,5,CALM,0
Mon Feb  1 12:36:32 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,32,32,53,40,20,93,30.15 Steady ,30,5,CALM,0
Mon Feb  1 13:20:03 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,32,32,53,40,20,93,30.13 Falling Rapidly ,30,5,ENE,2
Mon Feb  1 14:03:57 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,31,31,53,40,20,96,30.13 Steady ,30,5,NE,2
Mon Feb  1 14:49:00 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,33,33,53,40,20,91,30.12 Falling ,31,5,ESE,4
Mon Feb  1 15:32:45 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,36,31,53,40,20,85,30.12 Steady ,32,5,SE,5
Mon Feb  1 16:17:29 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,36,32,53,40,20,83,30.12 Steady ,32,5,SE,6
Mon Feb  1 17:02:15 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,36,36,53,40,20,82,30.14 Steady ,32,5,SSW,3
Mon Feb  1 17:46:03 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,39,34,52,40,20,78,30.14 Steady ,33,7,S,6
Mon Feb  1 18:29:32 2010," US and USA, TX and Texas, Dallas, 75201",Mostly Cloudy,41,38,52,40,20,74,30.13 Steady ,34,8,S,5
Mon Feb  1 19:13:19 2010," US and USA, TX and Texas, Dallas, 75201",Mostly Cloudy,46,41,52,40,20,66,30.11 Falling ,35,10,S,8
Mon Feb  1 19:58:09 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,47,43,52,40,20,67,30.10 Steady ,37,9,SSW,9
Mon Feb  1 20:44:34 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,45,41,52,40,20,71,30.07 Falling Rapidly ,36,10,SW,7
Mon Feb  1 21:29:34 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,46,43,52,39,20,69,30.05 Falling ,36,10,SSW,5
Mon Feb  1 22:12:54 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,46,42,52,39,20,69,30.03 Falling Rapidly ,36,10,SW,6
Mon Feb  1 22:56:15 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,45,41,52,39,20,72,30.03 Steady ,37,10,SW,8
Mon Feb  1 23:42:21 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,46,43,52,39,20,72,30.02 Steady ,37,10,SSW,5
Tue Feb  2 00:29:15 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,46,42,52,39,20,72,30.03 Rising ,37,10,SSE,8
Tue Feb  2 01:14:52 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,45,41,52,39,20,74,30.04 Rising ,37,9,SSE,7
Tue Feb  2 01:57:59 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,45,42,52,39,20,76,30.04 Steady ,38,9,SSE,6
Tue Feb  2 02:42:02 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,44,42,52,39,20,81,30.05 Steady ,38,9,S,4
Tue Feb  2 03:25:33 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,44,41,52,39,20,84,30.06 Rising ,39,9,SSE,5
Tue Feb  2 04:09:20 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,43,40,52,39,20,88,30.06 Steady ,39,8,SSE,5
Tue Feb  2 04:52:53 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,43,43,52,39,20,87,30.07 Steady ,39,6,SE,1
Tue Feb  2 05:36:17 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,43,43,52,39,20,87,30.08 Steady ,40,5,WNW,1
Tue Feb  2 06:19:34 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,43,43,52,39,20,87,30.08 Steady ,40,5,NW,1
Tue Feb  2 07:06:42 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,44,44,52,39,10,85,30.09 Steady ,40,6,NNW,2
Tue Feb  2 07:49:41 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,42,42,52,39,10,87,30.10 Steady ,39,6,N,4
Tue Feb  2 08:32:52 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,43,40,52,39,10,84,30.12 Rising ,39,5,N,5
Tue Feb  2 09:16:23 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,41,38,52,39,10,83,30.12 Steady ,37,5,NNE,5
Tue Feb  2 09:59:54 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,41,38,54,37,10,84,30.12 Steady ,37,5,NNE,5
Tue Feb  2 10:43:29 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,41,39,54,37,10,85,30.13 Steady ,37,5,NNE,4
Tue Feb  2 11:27:36 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,42,39,54,37,10,85,30.13 Steady ,37,6,NNE,5
Tue Feb  2 12:11:37 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,42,38,54,37,10,84,30.13 Steady ,37,6,NNE,6
Tue Feb  2 12:55:29 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,42,39,53,37,10,83,30.14 Steady ,37,7,N,5
Tue Feb  2 13:38:50 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,42,42,53,37,10,84,30.16 Steady ,38,8,NNW,2
Tue Feb  2 14:22:30 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,43,39,53,37,10,79,30.18 Rising Rapidly ,37,8,NNW,7
Tue Feb  2 15:06:51 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,42,38,53,37,10,80,30.18 Steady ,37,8,N,7
Tue Feb  2 15:53:16 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,43,38,53,37,10,76,30.20 Steady ,36,9,N,8
Tue Feb  2 16:45:45 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,44,40,53,37,10,68,30.22 Steady ,34,10,N,7
Tue Feb  2 17:34:13 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,44,40,53,37,10,69,30.23 Steady ,35,10,N,7
Tue Feb  2 18:18:49 2010," US and USA, TX and Texas, Dallas, 75201",Mostly Cloudy,45,41,53,37,10,67,30.23 Steady ,34,10,N,8
Tue Feb  2 19:02:59 2010," US and USA, TX and Texas, Dallas, 75201",Mostly Cloudy,45,41,53,37,10,67,30.23 Rising ,35,10,NNW,8
Tue Feb  2 19:52:24 2010," US and USA, TX and Texas, Dallas, 75201",Mostly Cloudy,47,47,52,39,10,62,30.23 Falling ,35,10,N,4
Tue Feb  2 20:43:34 2010," US and USA, TX and Texas, Dallas, 75201",Mostly Cloudy,48,45,52,39,10,62,30.21 Steady ,35,10,NNW,6
Tue Feb  2 21:30:24 2010," US and USA, TX and Texas, Dallas, 75201",Partly Cloudy,49,46,52,39,20,58,30.18 Falling Rapidly ,35,10,N,6
Tue Feb  2 22:18:47 2010," US and USA, TX and Texas, Dallas, 75201",Partly Cloudy,50,50,52,39,20,56,30.18 Steady ,35,10,NNW,1
Tue Feb  2 23:03:05 2010," US and USA, TX and Texas, Dallas, 75201",Partly Cloudy,50,50,52,39,20,58,30.17 Falling ,36,10,N,3
Tue Feb  2 23:48:24 2010," US and USA, TX and Texas, Dallas, 75201",Partly Cloudy,50,50,52,39,20,56,30.17 Rising ,35,10,NNE,8
Wed Feb  3 00:32:48 2010," US and USA, TX and Texas, Dallas, 75201",Partly Cloudy,49,45,52,39,20,62,30.16 Steady ,36,9,NNE,8
Wed Feb  3 01:19:59 2010," US and USA, TX and Texas, Dallas, 75201",Partly Cloudy,48,46,52,39,20,62,30.16 Steady ,36,9,NNE,5
Wed Feb  3 02:05:12 2010," US and USA, TX and Texas, Dallas, 75201",Partly Cloudy,47,45,52,39,20,65,30.16 Steady ,36,9,NNE,5
Wed Feb  3 02:53:29 2010," US and USA, TX and Texas, Dallas, 75201",Partly Cloudy,46,46,52,39,20,67,30.21 Steady ,35,9,E,2
Wed Feb  3 03:40:18 2010," US and USA, TX and Texas, Dallas, 75201",Partly Cloudy,43,41,52,39,20,75,30.20 Steady ,36,10,ENE,4
Wed Feb  3 04:28:27 2010," US and USA, TX and Texas, Dallas, 75201",Partly Cloudy,43,40,52,39,20,75,30.21 Rising Rapidly ,36,10,E,6
Wed Feb  3 05:15:18 2010," US and USA, TX and Texas, Dallas, 75201",Clear,41,41,52,39,20,79,30.21 Steady ,35,10,E,3
Wed Feb  3 06:03:05 2010," US and USA, TX and Texas, Dallas, 75201",Clear,41,41,52,39,20,80,30.21 Steady ,35,10,ENE,4
Thu Feb  4 06:05:36 2010," US and USA, TX and Texas, Dallas, 75201",Mostly Cloudy,43,36,48,42,100,87,30.08 Steady ,39,5,E,13to18
Thu Feb  4 06:48:39 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,42,35,48,42,100,88,30.03 Steady ,39,7,E,14to19
Thu Feb  4 07:32:17 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,43,36,48,42,70,87,30.01 Falling Rapidly ,39,10,E,11to18
Thu Feb  4 08:14:48 2010," US and USA, TX and Texas, Dallas, 75201",Cloudy,42,35,48,42,70,88,30.00 Falling ,39,6,E,14to21
Thu Feb  4 08:58:29 2010," US and USA, TX and Texas, Dallas, 75201",Showers,42,35,48,42,70,88,29.98 Falling Rapidly ,39,7,E,15to19
Thu Feb  4 09:42:25 2010," US and USA, TX and Texas, Dallas, 75201",Showers,42,34,43,39,70,93,29.97 Steady ,40,7,E,14to23
Thu Feb  4 10:26:04 2010," US and USA, TX and Texas, Dallas, 75201",Showers,42,35,43,39,70,92,29.97 Steady ,40,5,E,12
Thu Feb  4 11:12:00 2010," US and USA, TX and Texas, Dallas, 75201",Showers,41,34,43,39,70,93,29.97 Steady ,39,7,E,13
Thu Feb  4 11:55:31 2010," US and USA, TX and Texas, Dallas, 75201",Showers,42,36,43,39,70,89,29.95 Steady ,39,4,ESE,10
Thu Feb  4 12:38:36 2010," US and USA, TX and Texas, Dallas, 75201",Showers,42,38,43,39,70,89,29.95 Steady ,39,7,E,6
Thu Feb  4 13:22:41 2010," US and USA, TX and Texas, Dallas, 75201",Showers,42,42,43,39,70,93,29.96 Rising ,40,8,NE,1
Thu Feb  4 14:07:30 2010," US and USA, TX and Texas, Dallas, 75201",Showers,42,40,43,39,70,89,29.98 Rising ,39,7,NE,4
Wed Feb  3 06:49:50 2010," US and USA, TX and Texas, Dallas, 75201",Partly Cloudy,40,40,52,39,20,82,30.21 Steady ,35,10,E,4
Wed Feb  3 07:34:13 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,47,47,62,43,70,77,29.89 Steady ,40,9,CALM,0
Wed Feb  3 09:03:52 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,46,42,62,43,70,74,29.84 Steady ,39,9,NE,10
Wed Feb  3 09:47:41 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,46,41,62,43,70,74,29.85 Steady ,38,10,NNE,11
Wed Feb  3 10:31:06 2010," US and USA, TX and Texas, El Paso, 79901",Showers,45,43,52,39,70,80,29.83 Falling Rapidly ,39,8,ENE,5
Wed Feb  3 11:17:58 2010," US and USA, TX and Texas, El Paso, 79901",Showers,45,41,52,39,70,82,29.82 Steady ,40,7,E,8
Wed Feb  3 12:02:41 2010," US and USA, TX and Texas, El Paso, 79901",Mostly Cloudy,45,41,52,39,70,86,29.82 Steady ,40,9,E,7
Wed Feb  3 12:45:53 2010," US and USA, TX and Texas, El Paso, 79901",Showers,44,37,52,39,70,85,29.77 Steady ,40,9,E,16
Wed Feb  3 13:29:37 2010," US and USA, TX and Texas, El Paso, 79901",Showers,43,36,52,39,70,86,29.73 Falling ,39,10,ENE,14
Wed Feb  3 14:15:44 2010," US and USA, TX and Texas, El Paso, 79901",Rain,43,36,52,39,70,86,29.72 Falling ,39,7,E,14
Wed Feb  3 15:01:45 2010," US and USA, TX and Texas, El Paso, 79901",Showers,43,36,52,39,70,83,29.72 Steady ,38,7,E,15
Wed Feb  3 15:46:32 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,43,39,52,39,70,87,29.74 Steady ,39,5,ESE,7
Wed Feb  3 16:32:26 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,43,35,52,39,70,82,29.74 Steady ,38,10,E,17to22
Wed Feb  3 17:19:36 2010," US and USA, TX and Texas, El Paso, 79901",Showers,43,37,52,39,70,82,29.75 Rising ,38,6,E,12
Wed Feb  3 18:07:54 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,42,36,52,39,70,88,29.75 Steady ,39,5,E,11
Wed Feb  3 18:51:02 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,44,39,52,39,70,85,29.75 Steady ,40,9,ENE,10
Wed Feb  3 19:35:17 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,44,39,53,39,70,83,29.73 Steady ,39,8,NE,9
Wed Feb  3 20:19:22 2010," US and USA, TX and Texas, El Paso, 79901",Rain,44,39,53,39,70,89,29.71 Falling Rapidly ,41,5,N,9
Wed Feb  3 21:03:41 2010," US and USA, TX and Texas, El Paso, 79901",Showers,44,38,53,39,70,87,29.71 Steady ,40,7,N,11
Wed Feb  3 21:51:45 2010," US and USA, TX and Texas, El Paso, 79901",Showers,43,36,48,39,70,89,29.68 Steady ,40,7,N,13
Wed Feb  3 22:37:18 2010," US and USA, TX and Texas, El Paso, 79901",Rain,43,36,48,39,60,93,29.68 Rising ,41,2,N,13
Wed Feb  3 23:28:13 2010," US and USA, TX and Texas, El Paso, 79901",Showers,43,36,48,39,60,93,29.68 Steady ,41,7,NNE,14
Thu Feb  4 00:13:09 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,45,38,48,39,60,86,29.69 Rising ,41,10,NNW,14
Thu Feb  4 00:57:12 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,44,38,48,39,60,88,29.69 Steady ,41,10,NNW,13
Thu Feb  4 01:40:30 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,44,39,48,39,60,87,29.71 Steady ,41,10,NNW,9
Thu Feb  4 02:28:14 2010," US and USA, TX and Texas, El Paso, 79901",Showers,45,40,48,39,60,86,29.73 Rising Rapidly ,41,7,NNW,10
Thu Feb  4 03:11:25 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,45,39,48,39,60,87,29.75 Rising Rapidly ,41,10,N,12
Thu Feb  4 03:55:53 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,44,39,48,39,60,96,29.75 Steady ,42,9,NNW,8
Thu Feb  4 04:39:09 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,44,44,48,39,60,96,29.78 Steady ,43,9,N,3
Thu Feb  4 05:22:31 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,44,44,48,39,60,89,29.80 Rising ,41,10,CALM,0
Thu Feb  4 15:00:06 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,45,45,59,39,30,81,29.84 Rising ,39,10,CALM,0
Thu Jan 28 15:39:45 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,45,45,46,30,100,92,29.89 Steady ,43,10,NNE,3
Thu Jan 28 16:00:34 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,45,45,46,30,100,92,29.89 Steady ,43,10,NNE,3
Thu Jan 28 16:49:52 2010," US and USA, TX and Texas, El Paso, 79901",Showers,45,45,46,30,100,92,29.92 Steady ,43,7,N,3
Thu Jan 28 17:14:06 2010," US and USA, TX and Texas, El Paso, 79901",Showers,46,42,46,30,100,89,29.95 Rising ,43,8,NNW,7
Thu Jan 28 17:30:07 2010," US and USA, TX and Texas, El Paso, 79901",Showers,46,42,47,30,90,89,29.95 Rising ,43,8,NNW,7
Fri Jan 29 08:42:19 2010," US and USA, TX and Texas, El Paso, 79901",Snow Showers,30,21,41,29,10,83,30.10 Steady ,27,4,N,12
Fri Jan 29 09:26:15 2010," US and USA, TX and Texas, El Paso, 79901",Snow Showers,30,21,41,28,20,90,30.11 Rising ,28,4,N,10
Fri Jan 29 11:58:17 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,30,20,51,30,20,75,30.11 Steady ,25,6,N,13to18
Fri Jan 29 12:42:59 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,30,22,51,30,20,80,30.12 Steady ,26,7,NNW,9to19
Fri Jan 29 13:30:43 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,30,22,51,30,20,82,30.12 Steady ,26,10,N,9
Fri Jan 29 14:18:32 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,30,21,51,30,20,77,30.12 Steady ,25,10,NNE,10
Fri Jan 29 15:03:20 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,30,20,51,30,20,79,30.12 Steady ,25,10,NE,11
Fri Jan 29 15:48:52 2010," US and USA, TX and Texas, El Paso, 79901",Mostly Cloudy,30,23,51,30,20,76,30.14 Rising ,25,10,N,7
Fri Jan 29 16:36:41 2010," US and USA, TX and Texas, El Paso, 79901",Mostly Cloudy,31,31,51,30,20,71,30.15 Rising ,24,10,CALM,0
Fri Jan 29 17:21:06 2010," US and USA, TX and Texas, El Paso, 79901",Mostly Cloudy,32,32,51,30,20,73,30.16 Rising ,24,10,NNE,3
Fri Jan 29 18:09:35 2010," US and USA, TX and Texas, El Paso, 79901",Mostly Cloudy,35,35,51,30,20,65,30.16 Steady ,24,10,NNE,3
Fri Jan 29 18:54:33 2010," US and USA, TX and Texas, El Paso, 79901",Partly Cloudy,37,33,51,30,20,67,30.16 Steady ,27,10,N,5
Fri Jan 29 19:46:32 2010," US and USA, TX and Texas, El Paso, 79901",Mostly Sunny,39,34,49,33,20,67,30.16 Steady ,29,10,NNW,7
Fri Jan 29 20:44:22 2010," US and USA, TX and Texas, El Paso, 79901",Mostly Sunny,42,37,49,33,20,62,30.14 Steady ,29,10,NNW,7
Fri Jan 29 21:28:59 2010," US and USA, TX and Texas, El Paso, 79901",Partly Cloudy,42,38,48,33,10,65,30.10 Falling Rapidly ,31,10,NNW,7
Fri Jan 29 22:15:35 2010," US and USA, TX and Texas, El Paso, 79901",Partly Cloudy,43,40,48,33,10,62,30.08 Falling Rapidly ,31,10,NW,5
Fri Jan 29 23:00:30 2010," US and USA, TX and Texas, El Paso, 79901",Mostly Sunny,44,41,48,33,0,60,30.08 Steady ,31,10,NW,5
Fri Jan 29 23:44:46 2010," US and USA, TX and Texas, El Paso, 79901",Mostly Sunny,46,46,48,33,0,56,30.08 Steady ,31,10,CALM,0
Sat Jan 30 00:28:51 2010," US and USA, TX and Texas, El Paso, 79901",Partly Cloudy,47,45,48,33,0,52,30.08 Steady ,30,10,NNW,5
Sat Jan 30 01:13:00 2010," US and USA, TX and Texas, El Paso, 79901",Mostly Sunny,45,43,48,33,0,60,30.08 Steady ,32,8,N,5
Sat Jan 30 01:56:57 2010," US and USA, TX and Texas, El Paso, 79901",Mostly Clear,46,46,48,28,0,58,30.09 Steady ,32,9,NNW,3
Sat Jan 30 02:41:16 2010," US and USA, TX and Texas, El Paso, 79901",Mostly Clear,43,38,48,28,0,66,30.09 Steady ,32,9,W,8
Sat Jan 30 03:24:46 2010," US and USA, TX and Texas, El Paso, 79901",Clear,44,41,48,28,0,63,30.10 Rising ,32,10,WNW,5
Sat Jan 30 04:08:42 2010," US and USA, TX and Texas, El Paso, 79901",Clear,42,38,48,28,0,70,30.10 Steady ,32,8,WNW,5
Sat Jan 30 04:52:28 2010," US and USA, TX and Texas, El Paso, 79901",Clear,40,34,48,28,0,69,30.11 Steady ,31,10,NE,9
Sat Jan 30 05:36:12 2010," US and USA, TX and Texas, El Paso, 79901",Clear,37,33,48,28,0,78,30.12 Steady ,30,9,NE,4
Sat Jan 30 06:20:19 2010," US and USA, TX and Texas, El Paso, 79901",Clear,37,33,48,28,0,78,30.12 Steady ,30,9,NE,4
Sat Jan 30 07:06:17 2010," US and USA, TX and Texas, El Paso, 79901",Clear,36,31,48,28,0,81,30.11 Steady ,31,9,NNE,6
Sat Jan 30 07:48:58 2010," US and USA, TX and Texas, El Paso, 79901",Clear,36,31,48,28,0,79,30.12 Steady ,30,9,N,5
Sat Jan 30 08:32:12 2010," US and USA, TX and Texas, El Paso, 79901",Mostly Clear,36,36,48,28,0,80,30.12 Steady ,30,10,CALM,0
Sat Jan 30 11:13:59 2010," US and USA, TX and Texas, El Paso, 79901",Clear,31,31,56,36,0,87,30.12 Steady ,28,10,NE,3
Sat Jan 30 12:01:48 2010," US and USA, TX and Texas, El Paso, 79901",Clear,30,30,56,36,0,89,30.12 Steady ,28,10,NE,4
Sat Jan 30 12:45:25 2010," US and USA, TX and Texas, El Paso, 79901",Clear,30,30,56,36,0,92,30.10 Steady ,28,10,CALM,0
Sat Jan 30 13:28:39 2010," US and USA, TX and Texas, El Paso, 79901",Clear,31,31,56,36,0,82,30.10 Steady ,27,10,NNE,3
Sat Jan 30 14:12:50 2010," US and USA, TX and Texas, El Paso, 79901",Clear,31,31,56,36,0,82,30.10 Steady ,27,10,NNE,4
Sat Jan 30 14:57:06 2010," US and USA, TX and Texas, El Paso, 79901",Sunny,30,24,56,36,0,83,30.11 Steady ,27,10,N,6
Sat Jan 30 15:42:44 2010," US and USA, TX and Texas, El Paso, 79901",Sunny,31,24,56,36,0,84,30.11 Steady ,27,10,NNE,6
Sat Jan 30 16:27:42 2010," US and USA, TX and Texas, El Paso, 79901",Sunny,31,26,56,36,0,82,30.11 Steady ,27,10,NNE,6
Sat Jan 30 17:12:09 2010," US and USA, TX and Texas, El Paso, 79901",Sunny,37,32,56,36,0,74,30.14 Steady ,29,10,NE,6
Sat Jan 30 17:55:20 2010," US and USA, TX and Texas, El Paso, 79901",Sunny,38,33,56,36,0,75,30.15 Steady ,31,10,NNE,6
Sat Jan 30 18:39:20 2010," US and USA, TX and Texas, El Paso, 79901",Mostly Sunny,42,42,56,36,0,67,30.16 Steady ,31,10,CALM,0
Sat Jan 30 19:22:37 2010," US and USA, TX and Texas, El Paso, 79901",Partly Cloudy,44,42,54,35,0,63,30.15 Falling ,32,10,SSW,4
Sat Jan 30 20:06:53 2010," US and USA, TX and Texas, El Paso, 79901",Mostly Sunny,46,46,54,35,0,58,30.15 Steady ,32,10,SSW,4
Sat Jan 30 20:49:58 2010," US and USA, TX and Texas, El Paso, 79901",Partly Cloudy,48,48,54,35,0,52,30.12 Steady ,31,10,ESE,1
Sat Jan 30 21:33:45 2010," US and USA, TX and Texas, El Paso, 79901",Partly Cloudy,51,51,53,35,0,47,30.08 Steady ,31,10,NNE,6
Sat Jan 30 22:17:16 2010," US and USA, TX and Texas, El Paso, 79901",Mostly Cloudy,51,51,53,35,0,46,30.06 Falling Rapidly ,31,10,SSW,6
Sat Jan 30 23:02:42 2010," US and USA, TX and Texas, El Paso, 79901",Mostly Cloudy,51,51,53,35,0,46,30.06 Steady ,31,10,SW,8
Sat Jan 30 23:47:36 2010," US and USA, TX and Texas, El Paso, 79901",Mostly Cloudy,52,52,53,35,0,46,30.04 Steady ,31,10,NE,4
Sun Jan 31 00:31:35 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,52,52,53,35,0,43,30.03 Falling ,30,10,CALM,0
Sun Jan 31 01:22:01 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,52,52,53,35,0,43,30.03 Steady ,30,10,CALM,0
Sun Jan 31 02:06:02 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,49,49,53,35,0,52,30.03 Steady ,32,7,CALM,0
Sun Jan 31 02:49:26 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,49,46,53,35,0,55,30.03 Steady ,33,9,N,6
Sun Jan 31 03:33:21 2010," US and USA, TX and Texas, El Paso, 79901",Mostly Cloudy,46,42,53,35,0,61,30.03 Steady ,33,9,NNE,8
Sun Jan 31 04:17:08 2010," US and USA, TX and Texas, El Paso, 79901",Mostly Cloudy,44,44,53,35,0,68,30.03 Steady ,34,10,NNE,3
Sun Jan 31 05:01:24 2010," US and USA, TX and Texas, El Paso, 79901",Mostly Cloudy,42,42,53,35,0,74,30.03 Steady ,34,9,NNE,3
Sun Jan 31 05:47:48 2010," US and USA, TX and Texas, El Paso, 79901",Partly Cloudy,42,38,53,36,0,68,30.04 Steady ,32,9,ENE,7
Sun Jan 31 06:32:39 2010," US and USA, TX and Texas, El Paso, 79901",Partly Cloudy,42,37,53,36,0,68,30.04 Steady ,32,9,E,7
Sun Jan 31 07:15:31 2010," US and USA, TX and Texas, El Paso, 79901",Mostly Cloudy,42,39,53,36,0,70,30.04 Falling ,33,10,N,5
Sun Jan 31 08:02:15 2010," US and USA, TX and Texas, El Paso, 79901",Mostly Cloudy,42,38,53,36,10,69,30.04 Steady ,32,10,NNE,6
Sun Jan 31 08:46:55 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,41,38,53,36,10,69,30.04 Steady ,32,10,NE,5
Sun Jan 31 09:30:10 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,41,36,53,35,10,73,30.03 Falling ,33,10,NNE,7
Sun Jan 31 10:13:21 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,39,34,53,35,10,79,30.02 Falling ,33,10,N,7
Sun Jan 31 10:57:08 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,38,33,58,39,10,78,30.02 Steady ,32,10,N,8
Sun Jan 31 11:40:40 2010," US and USA, TX and Texas, El Paso, 79901",Mostly Cloudy,39,34,58,39,10,78,30.02 Steady ,32,10,NNE,7
Sun Jan 31 12:24:15 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,39,36,58,39,10,79,30.00 Falling Rapidly ,33,10,N,5
Sun Jan 31 13:07:38 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,39,34,58,39,10,75,30.00 Steady ,31,10,NNW,6
Sun Jan 31 13:51:15 2010," US and USA, TX and Texas, El Paso, 79901",Cloudy,39,33,58,39,10,77,30.00 Steady ,32,10,N,7
