source,entity,Domain,Conditions,Humidity,day
13,8135,San Diego,Haze,83,1
1,8140,San Diego,Partly Cloudy,,1
2,8140,San Diego,Hazy,77,1
3,8140,San Diego,Haze,72,1
4,8140,San Diego,Haze,77,1
5,8140,San Diego,Partly Sunny,79,1
6,8140,San Diego,Partly Cloudy,79,1
7,8140,San Diego,Partly Cloudy,76,1
14,8140,San Diego,Partly Cloudy,86,1
8,8140,San Diego,Partly Sunny,79,1
9,8140,San Diego,Haze,76,1
15,8140,San Diego,Haze,72,1
10,8140,San Diego,clear sky,77,1
11,8140,San Diego,Partly Sunny,79,1
12,8140,San Diego,Partly Sunny,96,1
13,8140,San Diego,Haze,72,1
1,8143,San Diego,Partly Cloudy,,1
2,8143,San Diego,Partly Cloudy,63,1
3,8143,San Diego,Scattered Clouds,64,1
4,8143,San Diego,Scattered Clouds,71,1
5,8143,San Diego,Partly Sunny,64,1
6,8143,San Diego,Partly Cloudy,71,1
7,8143,San Diego,Partly Cloudy,64,1
14,8143,San Diego,Partly Cloudy,67,1
8,8143,San Diego,Partly Sunny,66,1
9,8143,San Diego,Partly Cloudy,63,1
15,8143,San Diego,Mostly Clear,64,1
10,8143,San Diego,clear sky,67,1
11,8143,San Diego,Partly Sunny,64,1
12,8143,San Diego,Sunny,69,1
13,8143,San Diego,Partly Cloudy,64,1
1,8148,San Diego,Partly Cloudy,,1
2,8148,San Diego,Partly Cloudy,72,1
3,8148,San Diego,Partly Cloudy,72,1
4,8148,San Diego,Partly Cloudy,66,1
5,8148,San Diego,Partly Sunny,69,1
6,8148,San Diego,Partly Cloudy,72,1
7,8148,San Diego,Mostly Sunny,71,1
14,8148,San Diego,Partly Cloudy,65,1
8,8148,San Diego,Partly Sunny,69,1
9,8148,San Diego,Weather WarningsMostly Sunny,72,1
15,8148,San Diego,Few Clouds,72,1
10,8148,San Diego,clear sky,72,1
11,8148,San Diego,Partly Sunny,69,1
12,8148,San Diego,Sunny,64,1
1,8158,San Diego,Mostly Cloudy,,1
2,8158,San Diego,Partly Cloudy,77,1
3,8158,San Diego,Partly Cloudy,77,1
4,8158,San Diego,Partly Cloudy,89,1
5,8158,San Diego,Partly Cloudy,77,1
6,8158,San Diego,Partly Cloudy,77,1
7,8158,San Diego,Partly Cloudy,83,1
8,8158,San Diego,Mostly Cloudy,78,1
9,8158,San Diego,Special weather statementMostly Sunny,77,1
15,8158,San Diego,Few Clouds,77,1
10,8158,San Diego,clear sky,82,1
11,8158,San Diego,Partly Cloudy,77,1
12,8158,San Diego,Partly Cloudy,89,1
1,8165,San Diego,Mostly Cloudy,,1
2,8165,San Diego,Hazy,77,1
3,8165,San Diego,Haze,77,1
4,8165,San Diego,Haze,89,1
5,8165,San Diego,Mostly Cloudy,77,1
6,8165,San Diego,Hazy,77,1
7,8165,San Diego,Mostly Cloudy,77,1
8,8165,San Diego,Cloudy,74,1
9,8165,San Diego,Special weather statementHaze,76,1
15,8165,San Diego,Haze,77,1
10,8165,San Diego,mostly cloudy,72,1
11,8165,San Diego,Mostly Cloudy,77,1
12,8165,San Diego,Mostly Cloudy,86,1
1,8168,San Diego,Mostly Cloudy,,1
2,8168,San Diego,Hazy,77,1
13,8170,San Diego,A Few Clouds,72,1
13,8172,San Diego,A Few Clouds,72,1
13,8173,San Diego,A Few Clouds,77,1
13,8178,San Diego,Partly Cloudy,82,1
13,8180,San Diego,A Few Clouds,77,1
1,8194,San Diego,Mostly Cloudy,,1
2,8194,San Diego,Mostly Cloudy,72,1
3,8194,San Diego,Mostly Cloudy,70,1
4,8194,San Diego,Mostly Cloudy,72,1
5,8194,San Diego,Intermittent Clouds,69,1
6,8194,San Diego,Mostly Cloudy,73,1
7,8194,San Diego,Mostly Cloudy,70,1
14,8194,San Diego,Mostly Cloudy,67,1
8,8194,San Diego,Intermittent Clouds,66,1
9,8194,San Diego,Mostly Cloudy,72,1
15,8194,San Diego,Mostly Cloudy,70,1
10,8194,San Diego,mostly cloudy,68,1
11,8194,San Diego,Clouds And Sun,69,1
12,8194,San Diego,Sunny,69,1
1,8206,San Diego,Fair,,1
2,8206,San Diego,Hazy,82,1
3,8206,San Diego,Haze,82,1
4,8206,San Diego,Haze,92,1
5,8206,San Diego,Intermittent Clouds,83,1
6,8206,San Diego,Partly Cloudy,92,1
7,8206,San Diego,Mostly Cloudy,83,1
14,8206,San Diego,Partly Cloudy,80,1
8,8206,San Diego,Partly Cloudy,80,1
9,8206,San Diego,Haze,82,1
15,8206,San Diego,Haze,82,1
10,8206,San Diego,clear sky,82,1
11,8206,San Diego,Some Clouds,83,1
12,8206,San Diego,Mostly Cloudy,89,1
1,8208,San Diego,Cloudy,,1
2,8208,San Diego,Hazy,82,1
3,8208,San Diego,Haze,80,1
4,8208,San Diego,Haze,93,1
5,8208,San Diego,Cloudy,80,1
6,8208,San Diego,Overcast,92,1
7,8208,San Diego,Cloudy,81,1
14,8208,San Diego,Mostly Cloudy,83,1
8,8208,San Diego,Cloudy,80,1
9,8208,San Diego,Haze,82,1
15,8208,San Diego,Haze,80,1
10,8208,San Diego,mostly cloudy,82,1
11,8208,San Diego,Cloudy,80,1
12,8208,San Diego,Cloudy,86,1
1,8216,San Diego,Partly Cloudy,,1
2,8216,San Diego,Hazy,82,1
3,8216,San Diego,Haze,83,1
4,8216,San Diego,Haze,92,1
5,8216,San Diego,Intermittent Clouds,82,1
6,8216,San Diego,Mostly Cloudy,92,1
7,8216,San Diego,Mostly Cloudy,83,1
14,8216,San Diego,Mostly Cloudy,80,1
8,8216,San Diego,Intermittent Clouds,82,1
9,8216,San Diego,Haze,82,1
15,8216,San Diego,Haze,83,1
10,8216,San Diego,mostly cloudy,82,1
11,8216,San Diego,Clouds And Sun,82,1
12,8216,San Diego,Mostly Sunny,85,1
1,8223,San Diego,Mostly Cloudy,,1
2,8223,San Diego,Mostly Cloudy,63,1
3,8223,San Diego,Mostly Cloudy,64,1
4,8223,San Diego,Mostly Cloudy,66,1
6,8223,San Diego,Mostly Cloudy,66,1
7,8223,San Diego,Mostly Cloudy,64,1
14,8223,San Diego,Mostly Cloudy,67,1
8,8223,San Diego,Intermittent Clouds,66,1
9,8223,San Diego,Mostly Cloudy,63,1
15,8223,San Diego,Mostly Cloudy,64,1
10,8223,San Diego,mostly cloudy,63,1
11,8223,San Diego,Clouds And Sun,64,1
12,8223,San Diego,Mostly Sunny,57,1
13,8239,San Diego,Haze,80,1
13,8242,San Diego,Overcast,74,1
13,8253,San Diego,Mostly Cloudy,64,1
1,8262,San Diego,Mostly Cloudy,,1
2,8262,San Diego,Mostly Cloudy,77,1
3,8262,San Diego,Mostly Cloudy,75,1
4,8262,San Diego,Mostly Cloudy,82,1
5,8262,San Diego,Mostly Cloudy,74,1
6,8262,San Diego,Mostly Cloudy,82,1
7,8262,San Diego,Mostly Cloudy,77,1
14,8262,San Diego,Mostly Cloudy,72,1
8,8262,San Diego,Mostly Cloudy,74,1
9,8262,San Diego,Weather WarningsMostly Cloudy,77,1
15,8262,San Diego,Mostly Cloudy,75,1
10,8262,San Diego,mostly cloudy,77,1
11,8262,San Diego,Mostly Cloudy,74,1
1,8275,San Diego,Partly Cloudy,,1
2,8275,San Diego,Hazy,82,1
3,8275,San Diego,Haze,83,1
4,8275,San Diego,Haze,96,1
5,8275,San Diego,Cloudy,83,1
6,8275,San Diego,Hazy,82,1
7,8275,San Diego,Cloudy,83,1
14,8275,San Diego,Mostly Cloudy,83,1
8,8275,San Diego,Mostly Cloudy,83,1
9,8275,San Diego,Weather WarningsHaze,82,1
15,8275,San Diego,Haze,83,1
10,8275,San Diego,mostly cloudy,82,1
11,8275,San Diego,Cloudy,83,1
12,8275,San Diego,Cloudy,86,1
1,8280,San Diego,Cloudy,,1
2,8280,San Diego,Hazy,77,1
3,8280,San Diego,Haze,77,1
4,8280,San Diego,Haze,90,1
5,8280,San Diego,Mostly Cloudy,77,1
6,8280,San Diego,Hazy,77,1
7,8280,San Diego,Mostly Cloudy,77,1
14,8280,San Diego,Mostly Cloudy,80,1
8,8280,San Diego,Cloudy,80,1
9,8280,San Diego,Weather WarningsHaze,77,1
15,8280,San Diego,Haze,77,1
10,8280,San Diego,mostly cloudy,82,1
11,8280,San Diego,Mostly Cloudy,77,1
12,8280,San Diego,Cloudy,87,1
1,8285,San Diego,Mostly Cloudy,,1
2,8285,San Diego,Mostly Cloudy,68,1
3,8285,San Diego,Mostly Cloudy,67,1
4,8285,San Diego,Mostly Cloudy,72,1
5,8285,San Diego,Cloudy,66,1
6,8285,San Diego,Mostly Cloudy,68,1
7,8285,San Diego,Mostly Cloudy,70,1
14,8285,San Diego,Mostly Cloudy,67,1
8,8285,San Diego,Cloudy,66,1
9,8285,San Diego,Weather WarningsMostly Cloudy,67,1
15,8285,San Diego,Mostly Cloudy,67,1
10,8285,San Diego,mostly cloudy,68,1
11,8285,San Diego,Cloudy,66,1
12,8285,San Diego,Mostly Cloudy,66,1
13,8293,San Diego,Mostly Cloudy,75,1
13,8297,San Diego,Overcast,78,1
13,8313,San Diego,Overcast,74,1
1,8320,San Francisco,Cloudy,,1
2,8320,San Francisco,Mostly Cloudy,87,1
3,8320,San Francisco,Overcast,89,1
4,8320,San Francisco,Overcast,85,1
5,8320,San Francisco,Cloudy,89,1
6,8320,San Francisco,Mist,88,1
7,8320,San Francisco,Partly Cloudy,84,1
14,8320,San Francisco,Mostly Cloudy,92,1
8,8320,San Francisco,Cloudy,89,1
9,8320,San Francisco,Mostly Cloudy,87,1
15,8320,San Francisco,Mist,89,1
10,8320,San Francisco,mostly cloudy,87,1
11,8320,San Francisco,Cloudy,89,1
12,8320,San Francisco,Mostly Cloudy,89,1
1,8336,San Francisco,Mostly Cloudy,,1
2,8336,San Francisco,Mostly Cloudy,72,1
3,8336,San Francisco,Mostly Cloudy,67,1
4,8336,San Francisco,Mostly Cloudy,77,1
5,8336,San Francisco,Mostly Cloudy,66,1
6,8336,San Francisco,Mostly Cloudy,82,1
7,8336,San Francisco,Mostly Cloudy,79,1
14,8336,San Francisco,Mostly Cloudy,83,1
8,8336,San Francisco,Mostly Cloudy,82,1
9,8336,San Francisco,Mostly Cloudy,71,1
15,8336,San Francisco,Mostly Cloudy,66,1
10,8336,San Francisco,mostly cloudy,82,1
11,8336,San Francisco,Mostly Cloudy,66,1
12,8336,San Francisco,Mostly Cloudy,79,1
13,8336,San Francisco,Lt Rain,70,1
1,8367,San Francisco,Mostly Cloudy,,1
2,8367,San Francisco,Mostly Cloudy,82,1
3,8367,San Francisco,Mostly Cloudy,83,1
4,8367,San Francisco,Mostly Cloudy,78,1
5,8367,San Francisco,Mostly Cloudy,82,1
6,8367,San Francisco,Mostly Cloudy,82,1
7,8367,San Francisco,Mostly Cloudy,80,1
14,8367,San Francisco,Mostly Cloudy,86,1
8,8367,San Francisco,Mostly Cloudy,82,1
9,8367,San Francisco,Mostly Cloudy,82,1
15,8367,San Francisco,Mostly Cloudy,83,1
10,8367,San Francisco,mostly cloudy,82,1
11,8367,San Francisco,Mostly Cloudy,82,1
12,8367,San Francisco,Mostly Cloudy,79,1
1,8368,San Francisco,Mostly Cloudy,,1
2,8368,San Francisco,Mostly Cloudy,77,1
3,8368,San Francisco,Mostly Cloudy,83,1
4,8368,San Francisco,Mostly Cloudy,71,1
5,8368,San Francisco,Cloudy,82,1
6,8368,San Francisco,Mostly Cloudy,82,1
7,8368,San Francisco,Mostly Cloudy,82,1
14,8368,San Francisco,Mostly Cloudy,83,1
8,8368,San Francisco,Mostly Cloudy,82,1
9,8368,San Francisco,Mostly Cloudy,76,1
15,8368,San Francisco,Mostly Cloudy,83,1
10,8368,San Francisco,mostly cloudy,82,1
11,8368,San Francisco,Cloudy,82,1
12,8368,San Francisco,Mostly Cloudy,78,1
1,8370,San Francisco,Mostly Cloudy,,1
2,8370,San Francisco,Mostly Cloudy,67,1
3,8370,San Francisco,Mostly Cloudy,80,1
4,8370,San Francisco,Mostly Cloudy,66,1
5,8370,San Francisco,Intermittent Clouds,80,1
6,8370,San Francisco,Mostly Cloudy,82,1
7,8370,San Francisco,Mostly Cloudy,79,1
14,8370,San Francisco,Mostly Cloudy,83,1
8,8370,San Francisco,Intermittent Clouds,80,1
9,8370,San Francisco,Mostly Cloudy,67,1
15,8370,San Francisco,Mostly Cloudy,64,1
10,8370,San Francisco,mostly cloudy,82,1
11,8370,San Francisco,Cloudy,80,1
12,8370,San Francisco,Cloudy,72,1
1,8406,San Francisco,Mostly Cloudy,,1
2,8406,San Francisco,Overcast,77,1
3,8406,San Francisco,Light Rain,65,1
4,8406,San Francisco,Light Rain,78,1
5,8406,San Francisco,Showers,64,1
6,8406,San Francisco,Mostly Cloudy,59,1
7,8406,San Francisco,Showers,78,1
14,8406,San Francisco,Mostly Cloudy,60,1
8,8406,San Francisco,Cloudy,59,1
9,8406,San Francisco,Mostly Cloudy,67,1
15,8406,San Francisco,Light Rain,64,1
10,8406,San Francisco,mostly cloudy,59,1
11,8406,San Francisco,Light Rain,64,1
1,8408,San Francisco,Light Rain,,1
2,8408,San Francisco,Rain,82,1
3,8408,San Francisco,Light Rain,89,1
4,8408,San Francisco,Light Rain,85,1
5,8408,San Francisco,Showers,89,1
6,8408,San Francisco,Light Rain,88,1
7,8408,San Francisco,Showers,95,1
14,8408,San Francisco,Showers,65,1
8,8408,San Francisco,Showers,89,1
9,8408,San Francisco,Rain,82,1
15,8408,San Francisco,Light Rain,89,1
10,8408,San Francisco,light rain,88,1
11,8408,San Francisco,Light Rain,89,1
1,8409,San Francisco,Cloudy,,1
2,8409,San Francisco,Rain,88,1
3,8409,San Francisco,Overcast,93,1
4,8409,San Francisco,Overcast,85,1
5,8409,San Francisco,Cloudy,92,1
6,8409,San Francisco,Mist,94,1
7,8409,San Francisco,Cloudy,92,1
14,8409,San Francisco,Showers,89,1
8,8409,San Francisco,Showers,89,1
9,8409,San Francisco,Rain,87,1
15,8409,San Francisco,Mist,93,1
10,8409,San Francisco,light rain,88,1
11,8409,San Francisco,Cloudy,92,1
1,8412,San Francisco,Rain,,1
2,8412,San Francisco,Overcast,88,1
3,8412,San Francisco,Light Rain,94,1
4,8412,San Francisco,Light Rain Mist,85,1
5,8412,San Francisco,Rain,92,1
6,8412,San Francisco,Light Rain,94,1
7,8412,San Francisco,Cloudy,90,1
14,8412,San Francisco,Rain,89,1
8,8412,San Francisco,Showers,91,1
9,8412,San Francisco,Cloudy,87,1
10,8412,San Francisco,light rain,88,1
11,8412,San Francisco,Rain,93,1
12,8412,San Francisco,Mostly Cloudy,91,1
4,8417,San Francisco,Scattered Clouds,86,1
5,8417,San Francisco,Partly Cloudy,96,1
6,8417,San Francisco,Partly Cloudy,88,1
7,8417,San Francisco,Mostly Cloudy,92,1
14,8417,San Francisco,Partly Cloudy,89,1
8,8417,San Francisco,Partly Cloudy,89,1
9,8417,San Francisco,Mostly Cloudy,93,1
15,8417,San Francisco,Mostly Clear,93,1
10,8417,San Francisco,clear sky,87,1
11,8417,San Francisco,Partly Cloudy,96,1
1,8424,San Francisco,Partly Cloudy,,1
2,8424,San Francisco,Mostly Cloudy,93,1
3,8424,San Francisco,Scattered Clouds,93,1
4,8424,San Francisco,Scattered Clouds,85,1
5,8424,San Francisco,Partly Cloudy,92,1
6,8424,San Francisco,Partly Cloudy,93,1
7,8424,San Francisco,Mostly Cloudy,94,1
14,8424,San Francisco,Partly Cloudy,96,1
8,8424,San Francisco,Partly Cloudy,95,1
9,8424,San Francisco,Mostly Cloudy,93,1
15,8424,San Francisco,Mostly Cloudy,93,1
10,8424,San Francisco,clear sky,93,1
11,8424,San Francisco,Partly Cloudy,92,1
1,8425,San Francisco,Mostly Cloudy,,1
2,8425,San Francisco,Mostly Cloudy,93,1
3,8425,San Francisco,Mostly Cloudy,97,1
4,8425,San Francisco,Mostly Cloudy,85,1
5,8425,San Francisco,Mostly Cloudy,96,1
6,8425,San Francisco,Mostly Cloudy,93,1
7,8425,San Francisco,Mostly Cloudy,95,1
14,8425,San Francisco,Partly Cloudy,93,1
8,8425,San Francisco,Partly Cloudy,92,1
9,8425,San Francisco,Mostly Cloudy,100,1
15,8425,San Francisco,Mostly Cloudy,93,1
10,8425,San Francisco,mostly cloudy,93,1
11,8425,San Francisco,Mostly Cloudy,96,1
12,8425,San Francisco,Mostly Cloudy,94,1
1,8432,San Francisco,Mostly Cloudy,,1
2,8432,San Francisco,Partly Cloudy,72,1
3,8432,San Francisco,Mostly Cloudy,83,1
4,8432,San Francisco,Mostly Cloudy,84,1
5,8432,San Francisco,Mostly Cloudy,82,1
6,8432,San Francisco,Mostly Cloudy,82,1
7,8432,San Francisco,Partly Cloudy,84,1
14,8432,San Francisco,Mostly Cloudy,83,1
8,8432,San Francisco,Cloudy,82,1
9,8432,San Francisco,Partly Cloudy,71,1
15,8432,San Francisco,Mostly Cloudy,83,1
10,8432,San Francisco,mostly cloudy,82,1
11,8432,San Francisco,Mostly Cloudy,82,1
1,8433,San Francisco,Mostly Cloudy,,1
2,8433,San Francisco,Partly Cloudy,72,1
3,8433,San Francisco,Mostly Cloudy,83,1
4,8433,San Francisco,Scattered Clouds,75,1
5,8433,San Francisco,Mostly Cloudy,82,1
6,8433,San Francisco,Mostly Cloudy,82,1
7,8433,San Francisco,Partly Cloudy,84,1
14,8433,San Francisco,Mostly Cloudy,83,1
8,8433,San Francisco,Mostly Cloudy,82,1
9,8433,San Francisco,Partly Cloudy,71,1
15,8433,San Francisco,Mostly Clear,83,1
10,8433,San Francisco,mostly cloudy,82,1
11,8433,San Francisco,Mostly Cloudy,82,1
1,8435,San Francisco,Partly Cloudy,,1
2,8435,San Francisco,Partly Cloudy,77,1
3,8435,San Francisco,Scattered Clouds,80,1
4,8435,San Francisco,Scattered Clouds,75,1
5,8435,San Francisco,Partly Sunny,79,1
6,8435,San Francisco,Partly Cloudy,77,1
7,8435,San Francisco,Partly Cloudy,83,1
14,8435,San Francisco,Partly Cloudy,83,1
8,8435,San Francisco,Partly Sunny,82,1
9,8435,San Francisco,Partly Cloudy,76,1
15,8435,San Francisco,Mostly Clear,80,1
10,8435,San Francisco,clear sky,82,1
11,8435,San Francisco,Partly Sunny,79,1
1,8436,San Francisco,Partly Cloudy,,1
2,8436,San Francisco,Partly Cloudy,72,1
3,8436,San Francisco,Scattered Clouds,69,1
4,8436,San Francisco,Scattered Clouds,76,1
5,8436,San Francisco,Partly Sunny,68,1
6,8436,San Francisco,Partly Cloudy,67,1
7,8436,San Francisco,Partly Cloudy,77,1
14,8436,San Francisco,Partly Cloudy,80,1
8,8436,San Francisco,Partly Sunny,79,1
9,8436,San Francisco,Partly Cloudy,72,1
15,8436,San Francisco,Mostly Clear,69,1
10,8436,San Francisco,clear sky,77,1
11,8436,San Francisco,Partly Sunny,68,1
12,8436,San Francisco,Partly Sunny,75,1
1,8440,San Francisco,Partly Cloudy,,1
2,8440,San Francisco,Partly Cloudy,88,1
3,8440,San Francisco,Partly Cloudy,89,1
4,8440,San Francisco,Partly Cloudy,85,1
5,8440,San Francisco,Partly Cloudy,89,1
6,8440,San Francisco,Partly Cloudy,82,1
7,8440,San Francisco,Partly Cloudy,90,1
14,8440,San Francisco,Partly Cloudy,86,1
8,8440,San Francisco,Partly Cloudy,85,1
9,8440,San Francisco,Mostly Sunny,87,1
15,8440,San Francisco,Few Clouds,89,1
10,8440,San Francisco,clear sky,82,1
11,8440,San Francisco,Partly Cloudy,89,1
12,8440,San Francisco,Partly Cloudy,88,1
1,8441,San Francisco,Partly Cloudy,,1
2,8441,San Francisco,Partly Cloudy,88,1
3,8441,San Francisco,Partly Cloudy,89,1
4,8441,San Francisco,Partly Cloudy,85,1
5,8441,San Francisco,Partly Cloudy,89,1
6,8441,San Francisco,Partly Cloudy,88,1
7,8441,San Francisco,Partly Cloudy,89,1
14,8441,San Francisco,Partly Cloudy,89,1
8,8441,San Francisco,Partly Cloudy,89,1
9,8441,San Francisco,Mostly Sunny,87,1
15,8441,San Francisco,Few Clouds,86,1
10,8441,San Francisco,clear sky,87,1
11,8441,San Francisco,Partly Cloudy,89,1
12,8441,San Francisco,Mostly Clear,89,1
1,8444,San Francisco,Partly Cloudy,,1
2,8444,San Francisco,Partly Cloudy,94,1
3,8444,San Francisco,Partly Cloudy,93,1
4,8444,San Francisco,Partly Cloudy,86,1
5,8444,San Francisco,Partly Cloudy,89,1
6,8444,San Francisco,Partly Cloudy,88,1
7,8444,San Francisco,Partly Cloudy,87,1
14,8444,San Francisco,Partly Cloudy,86,1
8,8444,San Francisco,Partly Cloudy,89,1
9,8444,San Francisco,Mostly Sunny,93,1
15,8444,San Francisco,Few Clouds,93,1
10,8444,San Francisco,clear sky,87,1
11,8444,San Francisco,Partly Cloudy,89,1
12,8444,San Francisco,Mostly Clear,92,1
1,8476,San Francisco,Mostly Cloudy,,1
2,8476,San Francisco,Mostly Cloudy,82,1
3,8476,San Francisco,Mostly Cloudy,80,1
4,8476,San Francisco,Mostly Cloudy,84,1
5,8476,San Francisco,Intermittent Clouds,80,1
6,8476,San Francisco,Mostly Cloudy,82,1
7,8476,San Francisco,Partly Cloudy,87,1
8,8476,San Francisco,Cloudy,77,1
9,8476,San Francisco,Mostly Cloudy,82,1
15,8476,San Francisco,Mostly Cloudy,80,1
10,8476,San Francisco,mostly cloudy,82,1
11,8476,San Francisco,Some Clouds,80,1
1,8477,San Francisco,Mostly Cloudy,,1
2,8477,San Francisco,Partly Cloudy,82,1
3,8477,San Francisco,Mostly Cloudy,80,1
4,8477,San Francisco,Mostly Cloudy,85,1
5,8477,San Francisco,Intermittent Clouds,79,1
6,8477,San Francisco,Mostly Cloudy,77,1
7,8477,San Francisco,Partly Cloudy,87,1
8,8477,San Francisco,Intermittent Clouds,80,1
9,8477,San Francisco,Partly Cloudy,82,1
15,8477,San Francisco,Mostly Cloudy,79,1
10,8477,San Francisco,mostly cloudy,82,1
11,8477,San Francisco,Some Clouds,79,1
1,8480,San Francisco,Mostly Cloudy,,1
2,8480,San Francisco,Overcast,94,1
3,8480,San Francisco,Mostly Cloudy,86,1
4,8480,San Francisco,Mostly Cloudy,85,1
5,8480,San Francisco,Intermittent Clouds,85,1
6,8480,San Francisco,Mostly Cloudy,88,1
7,8480,San Francisco,Cloudy,88,1
8,8480,San Francisco,Intermittent Clouds,89,1
9,8480,San Francisco,Cloudy,93,1
15,8480,San Francisco,Mostly Cloudy,86,1
10,8480,San Francisco,mostly cloudy,82,1
11,8480,San Francisco,Some Clouds,85,1
1,8515,San Francisco,Cloudy,,1
2,8515,San Francisco,Overcast,67,1
3,8515,San Francisco,Overcast,64,1
4,8515,San Francisco,Overcast,76,1
5,8515,San Francisco,Cloudy,63,1
6,8515,San Francisco,Overcast,67,1
7,8515,San Francisco,Cloudy,77,1
14,8515,San Francisco,Cloudy,67,1
8,8515,San Francisco,Cloudy,66,1
9,8515,San Francisco,Cloudy,67,1
15,8515,San Francisco,Cloudy,64,1
10,8515,San Francisco,mostly cloudy,67,1
11,8515,San Francisco,Cloudy,63,1
12,8515,San Francisco,Cloudy,70,1
1,8516,San Francisco,Cloudy,,1
2,8516,San Francisco,Overcast,67,1
3,8516,San Francisco,Overcast,64,1
4,8516,San Francisco,Overcast,77,1
5,8516,San Francisco,Cloudy,63,1
6,8516,San Francisco,Overcast,63,1
7,8516,San Francisco,Cloudy,78,1
14,8516,San Francisco,Cloudy,67,1
8,8516,San Francisco,Cloudy,63,1
9,8516,San Francisco,Cloudy,67,1
15,8516,San Francisco,Cloudy,71,1
10,8516,San Francisco,mostly cloudy,63,1
11,8516,San Francisco,Cloudy,63,1
12,8516,San Francisco,Cloudy,76,1
1,8543,San Francisco,Mostly Cloudy,,1
2,8543,San Francisco,Mostly Cloudy,77,1
3,8543,San Francisco,Overcast,80,1
4,8543,San Francisco,Overcast,70,1
5,8543,San Francisco,Cloudy,79,1
6,8543,San Francisco,Mostly Cloudy,82,1
7,8543,San Francisco,Cloudy,77,1
14,8543,San Francisco,Mostly Cloudy,80,1
8,8543,San Francisco,Cloudy,80,1
9,8543,San Francisco,Mostly Cloudy,71,1
15,8543,San Francisco,Cloudy,79,1
10,8543,San Francisco,mostly cloudy,82,1
11,8543,San Francisco,Cloudy,79,1
12,8543,San Francisco,Cloudy,75,1
1,8544,San Francisco,Cloudy,,1
2,8544,San Francisco,Mostly Cloudy,77,1
3,8544,San Francisco,Overcast,75,1
4,8544,San Francisco,Overcast,70,1
5,8544,San Francisco,Cloudy,79,1
6,8544,San Francisco,Overcast,77,1
7,8544,San Francisco,Cloudy,78,1
14,8544,San Francisco,Cloudy,80,1
8,8544,San Francisco,Cloudy,79,1
9,8544,San Francisco,Mostly Cloudy,76,1
15,8544,San Francisco,Cloudy,74,1
10,8544,San Francisco,mostly cloudy,77,1
11,8544,San Francisco,Cloudy,79,1
12,8544,San Francisco,Cloudy,72,1
1,8579,San Francisco,Mostly Cloudy,,1
2,8579,San Francisco,Mostly Cloudy,72,1
3,8579,San Francisco,Mostly Cloudy,82,1
4,8579,San Francisco,Mostly Cloudy,77,1
5,8579,San Francisco,Mostly Cloudy,80,1
6,8579,San Francisco,Mostly Cloudy,82,1
7,8579,San Francisco,Mostly Cloudy,79,1
14,8579,San Francisco,Showers,80,1
8,8579,San Francisco,Cloudy,74,1
9,8579,San Francisco,Mostly Cloudy,71,1
15,8579,San Francisco,Mostly Cloudy,80,1
10,8579,San Francisco,mostly cloudy,82,1
11,8579,San Francisco,Mostly Cloudy,80,1
12,8579,San Francisco,Mostly Cloudy,76,1
1,8581,San Francisco,Cloudy,,1
2,8581,San Francisco,Mostly Cloudy,72,1
3,8581,San Francisco,Overcast,83,1
4,8581,San Francisco,Overcast,81,1
5,8581,San Francisco,Cloudy,82,1
6,8581,San Francisco,Overcast,82,1
7,8581,San Francisco,Cloudy,79,1
14,8581,San Francisco,Mostly Cloudy,80,1
8,8581,San Francisco,Cloudy,82,1
9,8581,San Francisco,Mostly Cloudy,71,1
15,8581,San Francisco,Cloudy,83,1
10,8581,San Francisco,mostly cloudy,82,1
11,8581,San Francisco,Cloudy,82,1
12,8581,San Francisco,Cloudy,82,1
1,8584,San Francisco,Mostly Cloudy,,1
2,8584,San Francisco,Mostly Cloudy,82,1
3,8584,San Francisco,Mostly Cloudy,83,1
4,8584,San Francisco,Mostly Cloudy,84,1
5,8584,San Francisco,Cloudy,83,1
6,8584,San Francisco,Mostly Cloudy,77,1
7,8584,San Francisco,Mostly Cloudy,84,1
14,8584,San Francisco,Mostly Cloudy,77,1
8,8584,San Francisco,Cloudy,77,1
9,8584,San Francisco,Mostly Cloudy,82,1
15,8584,San Francisco,Mostly Cloudy,83,1
10,8584,San Francisco,mostly cloudy,77,1
11,8584,San Francisco,Cloudy,83,1
12,8584,San Francisco,Cloudy,85,1
1,8586,San Francisco,Mostly Cloudy,,1
2,8586,San Francisco,Mostly Cloudy,88,1
3,8586,San Francisco,Mostly Cloudy,86,1
4,8586,San Francisco,Mostly Cloudy,85,1
5,8586,San Francisco,Mostly Cloudy,86,1
6,8586,San Francisco,Mostly Cloudy,88,1
7,8586,San Francisco,Mostly Cloudy,88,1
14,8586,San Francisco,Mostly Cloudy,83,1
8,8586,San Francisco,Cloudy,83,1
9,8586,San Francisco,Mostly Cloudy,87,1
15,8586,San Francisco,Mostly Cloudy,86,1
10,8586,San Francisco,mostly cloudy,88,1
11,8586,San Francisco,Mostly Cloudy,86,1
12,8586,San Francisco,Mostly Cloudy,87,1
1,8587,San Francisco,Partly Cloudy,,1
2,8587,San Francisco,Mostly Cloudy,88,1
3,8587,San Francisco,Scattered Clouds,89,1
4,8587,San Francisco,Scattered Clouds,85,1
5,8587,San Francisco,Partly Cloudy,89,1
6,8587,San Francisco,Partly Cloudy,88,1
