0,entity,Domain,Conditions,Wet,day,,,,,,,,,,
1,6831,Philadelphia,Cloudy,,1,,,,,,,,,,
2,6831,Philadelphia,Light Snow,49,1,,,,,,,,,,
3,6831,Philadelphia,Overcast,41,1,,,,,,,,,,
4,6831,Philadelphia,Overcast,69,1,,,,,,,,,,
5,6831,Philadelphia,Flurries,49,1,,,,,,,,,,
6,6831,Philadelphia,Snow,49,1,,,,,,,,,,
7,6831,Philadelphia,Flurries,44,1,,,,,,,,,,
14,6831,Philadelphia,Cloudy,30,1,,,,,,,,,,
8,6831,Philadelphia,Cloudy,41,1,,,,,,,,,,
9,6831,Philadelphia,Snow,53,1,,,,,,,,,,
15,6831,Philadelphia,Light Snow,67,1,,,,,,,,,,
10,6831,Philadelphia,mostly cloudy,38,1,,,,,,,,,,
11,6831,Philadelphia,Light Snow,49,1,,,,,,,,,,
12,6831,Philadelphia,Cloudy,41,1,,,,,,,,,,
13,6831,Philadelphia,Light Snow,41,1,,,,,,,,,,
1,6832,Philadelphia,Light Snow,,1,,,,,,,,,,
2,6832,Philadelphia,Light Snow,79,1,,,,,,,,,,
3,6832,Philadelphia,Light Snow,62,1,,,,,,,,,,
4,6832,Philadelphia,Light Snow,73,1,,,,,,,,,,
5,6832,Philadelphia,Snow,80,1,,,,,,,,,,
6,6832,Philadelphia,Snow,68,1,,,,,,,,,,
7,6832,Philadelphia,Snow Showers,70,1,,,,,,,,,,
14,6832,Philadelphia,Cloudy,33,1,,,,,,,,,,
8,6832,Philadelphia,Cloudy,41,1,,,,,,,,,,
9,6832,Philadelphia,Snow,79,1,,,,,,,,,,
15,6832,Philadelphia,Light Snow,79,1,,,,,,,,,,
10,6832,Philadelphia,mostly cloudy,41,1,,,,,,,,,,
11,6832,Philadelphia,Snow,80,1,,,,,,,,,,
12,6832,Philadelphia,Light Snow,61,1,,,,,,,,,,
13,6832,Philadelphia,Light Snow,80,1,,,,,,,,,,
1,6833,Philadelphia,Light Snow,,1,,,,,,,,,,
2,6833,Philadelphia,Light Snow,79,1,,,,,,,,,,
3,6833,Philadelphia,Light Snow,65,1,,,,,,,,,,
4,6833,Philadelphia,Light Snow,75,1,,,,,,,,,,
5,6833,Philadelphia,Snow,79,1,,,,,,,,,,
6,6833,Philadelphia,Snow,79,1,,,,,,,,,,
7,6833,Philadelphia,Snow Showers,69,1,,,,,,,,,,
14,6833,Philadelphia,Snow Shower,55,1,,,,,,,,,,
8,6833,Philadelphia,Flurries,61,1,,,,,,,,,,
9,6833,Philadelphia,Special weather statementSnow,79,1,,,,,,,,,,
15,6833,Philadelphia,"Light Snow,Blowing Snow",80,1,,,,,,,,,,
10,6833,Philadelphia,light snow,62,1,,,,,,,,,,
11,6833,Philadelphia,Snow,79,1,,,,,,,,,,
12,6833,Philadelphia,Light Snow,67,1,,,,,,,,,,
13,6833,Philadelphia,Light Snow Blowing Snow,80,1,,,,,,,,,,
1,6834,Philadelphia,Light Snow,,1,,,,,,,,,,
2,6834,Philadelphia,Light Snow,79,1,,,,,,,,,,
3,6834,Philadelphia,Light Snow,73,1,,,,,,,,,,
4,6834,Philadelphia,Light Snow,83,1,,,,,,,,,,
5,6834,Philadelphia,Flurries,79,1,,,,,,,,,,
6,6834,Philadelphia,Snow,79,1,,,,,,,,,,
7,6834,Philadelphia,Snow,74,1,,,,,,,,,,
14,6834,Philadelphia,Snow Shower,55,1,,,,,,,,,,
8,6834,Philadelphia,Flurries,73,1,,,,,,,,,,
9,6834,Philadelphia,Special weather statementSnow,79,1,,,,,,,,,,
15,6834,Philadelphia,Light Snow,79,1,,,,,,,,,,
10,6834,Philadelphia,light snow,73,1,,,,,,,,,,
11,6834,Philadelphia,Light Snow,79,1,,,,,,,,,,
12,6834,Philadelphia,Light Snow,73,1,,,,,,,,,,
13,6834,Philadelphia,Light Snow Blowing Snow,80,1,,,,,,,,,,
1,6835,Philadelphia,Light Snow,,1,,,,,,,,,,
2,6835,Philadelphia,Light Snow,79,1,,,,,,,,,,
3,6835,Philadelphia,Light Snow,79,1,,,,,,,,,,
4,6835,Philadelphia,Light Snow,84,1,,,,,,,,,,
5,6835,Philadelphia,Flurries,80,1,,,,,,,,,,
6,6835,Philadelphia,Snow,79,1,,,,,,,,,,
7,6835,Philadelphia,Snow,74,1,,,,,,,,,,
14,6835,Philadelphia,Snow Shower,68,1,,,,,,,,,,
8,6835,Philadelphia,Flurries,73,1,,,,,,,,,,
9,6835,Philadelphia,Weather WarningsSnow,79,1,,,,,,,,,,
15,6835,Philadelphia,Light Snow,80,1,,,,,,,,,,
10,6835,Philadelphia,light snow,73,1,,,,,,,,,,
11,6835,Philadelphia,Light Snow,80,1,,,,,,,,,,
12,6835,Philadelphia,Light Snow,79,1,,,,,,,,,,
13,6835,Philadelphia,Light Snow,80,1,,,,,,,,,,
1,6836,Philadelphia,Light Snow,,1,,,,,,,,,,
2,6836,Philadelphia,Light Snow,73,1,,,,,,,,,,
3,6836,Philadelphia,Light Snow,81,1,,,,,,,,,,
4,6836,Philadelphia,Light Snow,84,1,,,,,,,,,,
5,6836,Philadelphia,Flurries,76,1,,,,,,,,,,
6,6836,Philadelphia,Snow,73,1,,,,,,,,,,
7,6836,Philadelphia,Snow,75,1,,,,,,,,,,
14,6836,Philadelphia,Snow Shower,75,1,,,,,,,,,,
8,6836,Philadelphia,Flurries,79,1,,,,,,,,,,
9,6836,Philadelphia,Weather WarningsSnow,73,1,,,,,,,,,,
15,6836,Philadelphia,Light Snow,77,1,,,,,,,,,,
10,6836,Philadelphia,light snow,79,1,,,,,,,,,,
11,6836,Philadelphia,Light Snow,76,1,,,,,,,,,,
12,6836,Philadelphia,Light Snow,80,1,,,,,,,,,,
13,6836,Philadelphia,Light Snow,77,1,,,,,,,,,,
1,6837,Philadelphia,Light Snow,,1,,,,,,,,,,
2,6837,Philadelphia,Light Snow,79,1,,,,,,,,,,
3,6837,Philadelphia,Light Snow,74,1,,,,,,,,,,
4,6837,Philadelphia,Light Snow,80,1,,,,,,,,,,
5,6837,Philadelphia,Flurries,79,1,,,,,,,,,,
6,6837,Philadelphia,Snow,79,1,,,,,,,,,,
7,6837,Philadelphia,Snow,75,1,,,,,,,,,,
14,6837,Philadelphia,Snow Shower,76,1,,,,,,,,,,
8,6837,Philadelphia,Flurries,79,1,,,,,,,,,,
9,6837,Philadelphia,Weather WarningsSnow,79,1,,,,,,,,,,
15,6837,Philadelphia,Light Snow,73,1,,,,,,,,,,
10,6837,Philadelphia,light snow,79,1,,,,,,,,,,
11,6837,Philadelphia,Light Snow,80,1,,,,,,,,,,
12,6837,Philadelphia,Light Snow,79,1,,,,,,,,,,
13,6837,Philadelphia,Light Snow,80,1,,,,,,,,,,
1,6838,Philadelphia,Light Snow,,1,,,,,,,,,,
2,6838,Philadelphia,Light Snow,73,1,,,,,,,,,,
3,6838,Philadelphia,Light Snow,73,1,,,,,,,,,,
4,6838,Philadelphia,Light Snow,65,1,,,,,,,,,,
5,6838,Philadelphia,Flurries,73,1,,,,,,,,,,
6,6838,Philadelphia,Snow,73,1,,,,,,,,,,
7,6838,Philadelphia,Snow Showers,68,1,,,,,,,,,,
14,6838,Philadelphia,Snow Shower,76,1,,,,,,,,,,
8,6838,Philadelphia,Flurries,73,1,,,,,,,,,,
9,6838,Philadelphia,Weather WarningsSnow,73,1,,,,,,,,,,
15,6838,Philadelphia,Light Snow,73,1,,,,,,,,,,
10,6838,Philadelphia,light snow,73,1,,,,,,,,,,
11,6838,Philadelphia,Light Snow,73,1,,,,,,,,,,
12,6838,Philadelphia,Light Snow,73,1,,,,,,,,,,
13,6838,Philadelphia,Light Snow,80,1,,,,,,,,,,
1,6839,Philadelphia,Light Snow,,1,,,,,,,,,,
2,6839,Philadelphia,Light Snow,73,1,,,,,,,,,,
3,6839,Philadelphia,Overcast,59,1,,,,,,,,,,
4,6839,Philadelphia,Overcast,60,1,,,,,,,,,,
5,6839,Philadelphia,Flurries,71,1,,,,,,,,,,
6,6839,Philadelphia,Snow,73,1,,,,,,,,,,
7,6839,Philadelphia,Cloudy,61,1,,,,,,,,,,
14,6839,Philadelphia,Snow Shower,68,1,,,,,,,,,,
8,6839,Philadelphia,Rain/Snow mix,59,1,,,,,,,,,,
9,6839,Philadelphia,Weather WarningsSnow,73,1,,,,,,,,,,
15,6839,Philadelphia,Light Snow,71,1,,,,,,,,,,
10,6839,Philadelphia,light snow,73,1,,,,,,,,,,
11,6839,Philadelphia,Light Snow,71,1,,,,,,,,,,
13,6839,Philadelphia,Light Snow,71,1,,,,,,,,,,
1,6840,Philadelphia,Light Snow,,1,,,,,,,,,,
2,6840,Philadelphia,Overcast,49,1,,,,,,,,,,
3,6840,Philadelphia,Overcast,50,1,,,,,,,,,,
4,6840,Philadelphia,Overcast,61,1,,,,,,,,,,
5,6840,Philadelphia,Cloudy,51,1,,,,,,,,,,
6,6840,Philadelphia,Snow,58,1,,,,,,,,,,
7,6840,Philadelphia,Cloudy,45,1,,,,,,,,,,
14,6840,Philadelphia,Cloudy,52,1,,,,,,,,,,
8,6840,Philadelphia,Rain/Snow mix,59,1,,,,,,,,,,
9,6840,Philadelphia,Weather WarningsCloudy,49,1,,,,,,,,,,
15,6840,Philadelphia,Cloudy,51,1,,,,,,,,,,
10,6840,Philadelphia,mostly cloudy,57,1,,,,,,,,,,
11,6840,Philadelphia,Cloudy,51,1,,,,,,,,,,
12,6840,Philadelphia,Cloudy,49,1,,,,,,,,,,
13,6840,Philadelphia,Overcast,52,1,,,,,,,,,,
1,6841,Philadelphia,Cloudy,,1,,,,,,,,,,
2,6841,Philadelphia,Overcast,49,1,,,,,,,,,,
3,6841,Philadelphia,Overcast,50,1,,,,,,,,,,
4,6841,Philadelphia,Overcast,61,1,,,,,,,,,,
5,6841,Philadelphia,Cloudy,51,1,,,,,,,,,,
6,6841,Philadelphia,Overcast,49,1,,,,,,,,,,
7,6841,Philadelphia,Cloudy,42,1,,,,,,,,,,
14,6841,Philadelphia,Cloudy,42,1,,,,,,,,,,
8,6841,Philadelphia,Cloudy,49,1,,,,,,,,,,
9,6841,Philadelphia,Winter Weather AdvisoryCloudy,49,1,,,,,,,,,,
15,6841,Philadelphia,Cloudy,48,1,,,,,,,,,,
10,6841,Philadelphia,mostly cloudy,49,1,,,,,,,,,,
11,6841,Philadelphia,Cloudy,51,1,,,,,,,,,,
12,6841,Philadelphia,Cloudy,49,1,,,,,,,,,,
13,6841,Philadelphia,Overcast,48,1,,,,,,,,,,
1,6842,Philadelphia,Cloudy,,1,,,,,,,,,,
2,6842,Philadelphia,Overcast,49,1,,,,,,,,,,
3,6842,Philadelphia,Overcast,50,1,,,,,,,,,,
4,6842,Philadelphia,Overcast,60,1,,,,,,,,,,
5,6842,Philadelphia,Cloudy,47,1,,,,,,,,,,
6,6842,Philadelphia,Overcast,49,1,,,,,,,,,,
7,6842,Philadelphia,Cloudy,41,1,,,,,,,,,,
14,6842,Philadelphia,Cloudy,42,1,,,,,,,,,,
8,6842,Philadelphia,Cloudy,49,1,,,,,,,,,,
9,6842,Philadelphia,Winter Weather AdvisoryCloudy,49,1,,,,,,,,,,
15,6842,Philadelphia,Cloudy,48,1,,,,,,,,,,
10,6842,Philadelphia,mostly cloudy,49,1,,,,,,,,,,
11,6842,Philadelphia,Cloudy,47,1,,,,,,,,,,
12,6842,Philadelphia,Cloudy,49,1,,,,,,,,,,
13,6842,Philadelphia,Overcast,48,1,,,,,,,,,,
1,6843,Philadelphia,Cloudy,,1,,,,,,,,,,
2,6843,Philadelphia,Overcast,49,1,,,,,,,,,,
3,6843,Philadelphia,Overcast,52,1,,,,,,,,,,
4,6843,Philadelphia,Overcast,58,1,,,,,,,,,,
5,6843,Philadelphia,Cloudy,47,1,,,,,,,,,,
6,6843,Philadelphia,Overcast,49,1,,,,,,,,,,
7,6843,Philadelphia,Cloudy,43,1,,,,,,,,,,
14,6843,Philadelphia,Cloudy,42,1,,,,,,,,,,
8,6843,Philadelphia,Cloudy,49,1,,,,,,,,,,
9,6843,Philadelphia,Cloudy,49,1,,,,,,,,,,
15,6843,Philadelphia,Cloudy,48,1,,,,,,,,,,
10,6843,Philadelphia,mostly cloudy,49,1,,,,,,,,,,
11,6843,Philadelphia,Cloudy,47,1,,,,,,,,,,
12,6843,Philadelphia,Cloudy,51,1,,,,,,,,,,
13,6843,Philadelphia,Overcast,48,1,,,,,,,,,,
1,6844,Philadelphia,Cloudy,,1,,,,,,,,,,
2,6844,Philadelphia,Overcast,49,1,,,,,,,,,,
3,6844,Philadelphia,Overcast,52,1,,,,,,,,,,
4,6844,Philadelphia,Overcast,60,1,,,,,,,,,,
5,6844,Philadelphia,Cloudy,51,1,,,,,,,,,,
6,6844,Philadelphia,Overcast,49,1,,,,,,,,,,
7,6844,Philadelphia,Cloudy,45,1,,,,,,,,,,
14,6844,Philadelphia,Cloudy,42,1,,,,,,,,,,
8,6844,Philadelphia,Cloudy,51,1,,,,,,,,,,
9,6844,Philadelphia,Cloudy,49,1,,,,,,,,,,
15,6844,Philadelphia,Cloudy,51,1,,,,,,,,,,
10,6844,Philadelphia,mostly cloudy,49,1,,,,,,,,,,
11,6844,Philadelphia,Cloudy,51,1,,,,,,,,,,
12,6844,Philadelphia,Cloudy,51,1,,,,,,,,,,
13,6844,Philadelphia,Overcast,52,1,,,,,,,,,,
1,6845,Philadelphia,Cloudy,,1,,,,,,,,,,
2,6845,Philadelphia,Overcast,49,1,,,,,,,,,,
3,6845,Philadelphia,Mostly Cloudy,54,1,,,,,,,,,,
4,6845,Philadelphia,Mostly Cloudy,57,1,,,,,,,,,,
5,6845,Philadelphia,Cloudy,51,1,,,,,,,,,,
6,6845,Philadelphia,Overcast,45,1,,,,,,,,,,
7,6845,Philadelphia,Cloudy,43,1,,,,,,,,,,
14,6845,Philadelphia,Cloudy,44,1,,,,,,,,,,
8,6845,Philadelphia,Cloudy,51,1,,,,,,,,,,
9,6845,Philadelphia,Cloudy,49,1,,,,,,,,,,
15,6845,Philadelphia,Cloudy,47,1,,,,,,,,,,
10,6845,Philadelphia,mostly cloudy,49,1,,,,,,,,,,
11,6845,Philadelphia,Cloudy,51,1,,,,,,,,,,
12,6845,Philadelphia,Cloudy,51,1,,,,,,,,,,
13,6845,Philadelphia,Overcast,47,1,,,,,,,,,,
1,6846,Philadelphia,Cloudy,,1,,,,,,,,,,
2,6846,Philadelphia,Overcast,45,1,,,,,,,,,,
3,6846,Philadelphia,Mostly Cloudy,54,1,,,,,,,,,,
4,6846,Philadelphia,Mostly Cloudy,58,1,,,,,,,,,,
5,6846,Philadelphia,Cloudy,47,1,,,,,,,,,,
6,6846,Philadelphia,Overcast,45,1,,,,,,,,,,
7,6846,Philadelphia,Cloudy,41,1,,,,,,,,,,
14,6846,Philadelphia,Cloudy,44,1,,,,,,,,,,
8,6846,Philadelphia,Mostly Cloudy,54,1,,,,,,,,,,
9,6846,Philadelphia,Cloudy,45,1,,,,,,,,,,
15,6846,Philadelphia,Cloudy,47,1,,,,,,,,,,
10,6846,Philadelphia,mostly cloudy,52,1,,,,,,,,,,
11,6846,Philadelphia,Cloudy,47,1,,,,,,,,,,
12,6846,Philadelphia,Mostly Cloudy,54,1,,,,,,,,,,
13,6846,Philadelphia,Overcast,47,1,,,,,,,,,,
1,6847,Philadelphia,Cloudy,,1,,,,,,,,,,
2,6847,Philadelphia,Overcast,45,1,,,,,,,,,,
3,6847,Philadelphia,Clear,53,1,,,,,,,,,,
4,6847,Philadelphia,Clear,58,1,,,,,,,,,,
5,6847,Philadelphia,Cloudy,47,1,,,,,,,,,,
6,6847,Philadelphia,Overcast,45,1,,,,,,,,,,
7,6847,Philadelphia,Cloudy,41,1,,,,,,,,,,
14,6847,Philadelphia,Mostly Cloudy,47,1,,,,,,,,,,
8,6847,Philadelphia,Mostly Cloudy,54,1,,,,,,,,,,
9,6847,Philadelphia,Cloudy,45,1,,,,,,,,,,
15,6847,Philadelphia,Cloudy,47,1,,,,,,,,,,
10,6847,Philadelphia,mostly cloudy,52,1,,,,,,,,,,
11,6847,Philadelphia,Cloudy,47,1,,,,,,,,,,
12,6847,Philadelphia,Clear,51,1,,,,,,,,,,
13,6847,Philadelphia,Overcast,47,1,,,,,,,,,,
1,6848,Philadelphia,Cloudy,,1,,,,,,,,,,
2,6848,Philadelphia,Overcast,45,1,,,,,,,,,,
3,6848,Philadelphia,Clear,54,1,,,,,,,,,,
4,6848,Philadelphia,Clear,60,1,,,,,,,,,,
5,6848,Philadelphia,Intermittent Clouds,51,1,,,,,,,,,,
6,6848,Philadelphia,Overcast,45,1,,,,,,,,,,
7,6848,Philadelphia,Mostly Cloudy,45,1,,,,,,,,,,
14,6848,Philadelphia,Mostly Clear,45,1,,,,,,,,,,
8,6848,Philadelphia,Mostly Cloudy,54,1,,,,,,,,,,
9,6848,Philadelphia,Mostly Cloudy,53,1,,,,,,,,,,
15,6848,Philadelphia,Mostly Cloudy,52,1,,,,,,,,,,
10,6848,Philadelphia,clear sky,52,1,,,,,,,,,,
11,6848,Philadelphia,Some Clouds,51,1,,,,,,,,,,
12,6848,Philadelphia,Cloudy,51,1,,,,,,,,,,
13,6848,Philadelphia,Mostly Cloudy,52,1,,,,,,,,,,
1,6849,Philadelphia,Mostly Cloudy,,1,,,,,,,,,,
2,6849,Philadelphia,Mostly Cloudy,53,1,,,,,,,,,,
3,6849,Philadelphia,Clear,54,1,,,,,,,,,,
4,6849,Philadelphia,Clear,60,1,,,,,,,,,,
5,6849,Philadelphia,Intermittent Clouds,51,1,,,,,,,,,,
6,6849,Philadelphia,Mostly Cloudy,53,1,,,,,,,,,,
7,6849,Philadelphia,Mostly Cloudy,45,1,,,,,,,,,,
14,6849,Philadelphia,Mostly Clear,45,1,,,,,,,,,,
8,6849,Philadelphia,Clear,53,1,,,,,,,,,,
9,6849,Philadelphia,Mostly Cloudy,53,1,,,,,,,,,,
15,6849,Philadelphia,Mostly Clear,54,1,,,,,,,,,,
10,6849,Philadelphia,clear sky,52,1,,,,,,,,,,
11,6849,Philadelphia,Some Clouds,51,1,,,,,,,,,,
12,6849,Philadelphia,Cloudy,53,1,,,,,,,,,,
13,6849,Philadelphia,Mostly Cloudy,52,1,,,,,,,,,,
1,6850,Philadelphia,Partly Cloudy,,1,,,,,,,,,,
2,6850,Philadelphia,Partly Cloudy,53,1,,,,,,,,,,
3,6850,Philadelphia,Clear,52,1,,,,,,,,,,
4,6850,Philadelphia,Clear,59,1,,,,,,,,,,
5,6850,Philadelphia,Mostly Clear,53,1,,,,,,,,,,
6,6850,Philadelphia,Partly Cloudy,53,1,,,,,,,,,,
7,6850,Philadelphia,Partly Cloudy,48,1,,,,,,,,,,
14,6850,Philadelphia,Mostly Clear,47,1,,,,,,,,,,
8,6850,Philadelphia,Clear,51,1,,,,,,,,,,
9,6850,Philadelphia,Partly Cloudy,53,1,,,,,,,,,,
15,6850,Philadelphia,Mostly Clear,54,1,,,,,,,,,,
10,6850,Philadelphia,clear sky,52,1,,,,,,,,,,
11,6850,Philadelphia,Mostly Clear,53,1,,,,,,,,,,
12,6850,Philadelphia,Clear,51,1,,,,,,,,,,
13,6850,Philadelphia,Partly Cloudy,54,1,,,,,,,,,,
1,6851,Philadelphia,Partly Cloudy,,1,,,,,,,,,,
2,6851,Philadelphia,Partly Cloudy,53,1,,,,,,,,,,
3,6851,Philadelphia,Clear,53,1,,,,,,,,,,
4,6851,Philadelphia,Clear,62,1,,,,,,,,,,
5,6851,Philadelphia,Mostly Clear,53,1,,,,,,,,,,
6,6851,Philadelphia,Partly Cloudy,53,1,,,,,,,,,,
7,6851,Philadelphia,Partly Cloudy,49,1,,,,,,,,,,
14,6851,Philadelphia,Mostly Clear,44,1,,,,,,,,,,
8,6851,Philadelphia,Clear,51,1,,,,,,,,,,
9,6851,Philadelphia,Special weather statementPartly Cloudy,53,1,,,,,,,,,,
15,6851,Philadelphia,Mostly Clear,53,1,,,,,,,,,,
10,6851,Philadelphia,clear sky,52,1,,,,,,,,,,
11,6851,Philadelphia,Mostly Clear,53,1,,,,,,,,,,
12,6851,Philadelphia,Clear,53,1,,,,,,,,,,
13,6851,Philadelphia,Partly Cloudy,53,1,,,,,,,,,,
1,6852,Philadelphia,Partly Cloudy,,1,,,,,,,,,,
2,6852,Philadelphia,Partly Cloudy,53,1,,,,,,,,,,
3,6852,Philadelphia,Clear,51,1,,,,,,,,,,
4,6852,Philadelphia,Clear,61,1,,,,,,,,,,
5,6852,Philadelphia,Mostly Clear,53,1,,,,,,,,,,
6,6852,Philadelphia,Partly Cloudy,57,1,,,,,,,,,,
7,6852,Philadelphia,Partly Cloudy,50,1,,,,,,,,,,
14,6852,Philadelphia,Mostly Clear,44,1,,,,,,,,,,
8,6852,Philadelphia,Mostly Clear,53,1,,,,,,,,,,
9,6852,Philadelphia,Special weather statementPartly Cloudy,57,1,,,,,,,,,,
15,6852,Philadelphia,Mostly Clear,56,1,,,,,,,,,,
10,6852,Philadelphia,clear sky,52,1,,,,,,,,,,
11,6852,Philadelphia,Mostly Clear,56,1,,,,,,,,,,
12,6852,Philadelphia,Mostly Clear,53,1,,,,,,,,,,
13,6852,Philadelphia,Partly Cloudy,56,1,,,,,,,,,,
1,6853,Philadelphia,Partly Cloudy,,1,,,,,,,,,,
2,6853,Philadelphia,Partly Cloudy,57,1,,,,,,,,,,
3,6853,Philadelphia,Clear,51,1,,,,,,,,,,
4,6853,Philadelphia,Clear,61,1,,,,,,,,,,
5,6853,Philadelphia,Mostly Clear,56,1,,,,,,,,,,
6,6853,Philadelphia,Partly Cloudy,57,1,,,,,,,,,,
7,6853,Philadelphia,Partly Cloudy,49,1,,,,,,,,,,
14,6853,Philadelphia,Mostly Clear,44,1,,,,,,,,,,
8,6853,Philadelphia,Clear,51,1,,,,,,,,,,
9,6853,Philadelphia,Special weather statementPartly Cloudy,57,1,,,,,,,,,,
15,6853,Philadelphia,Mostly Clear,56,1,,,,,,,,,,
10,6853,Philadelphia,clear sky,48,1,,,,,,,,,,
11,6853,Philadelphia,Mostly Clear,56,1,,,,,,,,,,
12,6853,Philadelphia,Mostly Clear,51,1,,,,,,,,,,
13,6853,Philadelphia,Fair,51,1,,,,,,,,,,
1,6854,Philadelphia,Partly Cloudy,,1,,,,,,,,,,
2,6854,Philadelphia,Partly Cloudy,48,1,,,,,,,,,,
3,6854,Philadelphia,Clear,51,1,,,,,,,,,,
4,6854,Philadelphia,Clear,59,1,,,,,,,,,,
5,6854,Philadelphia,Mostly Sunny,49,1,,,,,,,,,,
6,6854,Philadelphia,Partly Cloudy,48,1,,,,,,,,,,
7,6854,Philadelphia,Partly Cloudy,40,1,,,,,,,,,,
14,6854,Philadelphia,Mostly Clear,44,1,,,,,,,,,,
8,6854,Philadelphia,Sunny,51,1,,,,,,,,,,
9,6854,Philadelphia,Special weather statementPartly Cloudy,48,1,,,,,,,,,,
15,6854,Philadelphia,Mostly Clear,49,1,,,,,,,,,,
10,6854,Philadelphia,clear sky,48,1,,,,,,,,,,
11,6854,Philadelphia,Mostly Sunny,49,1,,,,,,,,,,
12,6854,Philadelphia,Sunny,51,1,,,,,,,,,,
13,6854,Philadelphia,Partly Cloudy,49,1,,,,,,,,,,
1,6855,Philadelphia,Partly Cloudy,,1,,,,,,,,,,
2,6855,Philadelphia,Partly Cloudy,48,1,,,,,,,,,,
3,6855,Philadelphia,Clear,47,1,,,,,,,,,,
4,6855,Philadelphia,Clear,55,1,,,,,,,,,,
5,6855,Philadelphia,Mostly Sunny,47,1,,,,,,,,,,
6,6855,Philadelphia,Partly Cloudy,48,1,,,,,,,,,,
7,6855,Philadelphia,Sunny,39,1,,,,,,,,,,
14,6855,Philadelphia,Mostly Sunny,44,1,,,,,,,,,,
8,6855,Philadelphia,Sunny,51,1,,,,,,,,,,
9,6855,Philadelphia,Special weather statementMostly Sunny,48,1,,,,,,,,,,
15,6855,Philadelphia,Few Clouds,47,1,,,,,,,,,,
10,6855,Philadelphia,clear sky,48,1,,,,,,,,,,
11,6855,Philadelphia,Mostly Sunny,47,1,,,,,,,,,,
12,6855,Philadelphia,Sunny,46,1,,,,,,,,,,
13,6855,Philadelphia,A Few Clouds,47,1,,,,,,,,,,
1,6856,Philadelphia,Partly Cloudy,,1,,,,,,,,,,
2,6856,Philadelphia,Partly Cloudy,48,1,,,,,,,,,,
3,6856,Philadelphia,Clear,43,1,,,,,,,,,,
4,6856,Philadelphia,Clear,49,1,,,,,,,,,,
5,6856,Philadelphia,Mostly Sunny,47,1,,,,,,,,,,
6,6856,Philadelphia,Partly Cloudy,48,1,,,,,,,,,,
7,6856,Philadelphia,Sunny,37,1,,,,,,,,,,
14,6856,Philadelphia,Mostly Sunny,39,1,,,,,,,,,,
8,6856,Philadelphia,Sunny,46,1,,,,,,,,,,
9,6856,Philadelphia,Special weather statementMostly Sunny,48,1,,,,,,,,,,
15,6856,Philadelphia,Few Clouds,41,1,,,,,,,,,,
10,6856,Philadelphia,clear sky,44,1,,,,,,,,,,
11,6856,Philadelphia,Mostly Sunny,41,1,,,,,,,,,,
12,6856,Philadelphia,Sunny,46,1,,,,,,,,,,
13,6856,Philadelphia,A Few Clouds,41,1,,,,,,,,,,
1,6857,Philadelphia,Partly Cloudy,,1,,,,,,,,,,
2,6857,Philadelphia,Partly Cloudy,42,1,,,,,,,,,,
3,6857,Philadelphia,Clear,43,1,,,,,,,,,,
4,6857,Philadelphia,Clear,44,1,,,,,,,,,,
5,6857,Philadelphia,Mostly Sunny,41,1,,,,,,,,,,
6,6857,Philadelphia,Partly Cloudy,42,1,,,,,,,,,,
7,6857,Philadelphia,Sunny,35,1,,,,,,,,,,
14,6857,Philadelphia,Mostly Sunny,39,1,,,,,,,,,,
8,6857,Philadelphia,Sunny,46,1,,,,,,,,,,
9,6857,Philadelphia,Special weather statementMostly Sunny,42,1,,,,,,,,,,
15,6857,Philadelphia,Few Clouds,41,1,,,,,,,,,,
10,6857,Philadelphia,clear sky,41,1,,,,,,,,,,
11,6857,Philadelphia,Mostly Sunny,41,1,,,,,,,,,,
12,6857,Philadelphia,Sunny,43,1,,,,,,,,,,
13,6857,Philadelphia,Fair,36,1,,,,,,,,,,
1,6858,Philadelphia,Fair,,1,,,,,,,,,,
2,6858,Philadelphia,Clear,35,1,,,,,,,,,,
3,6858,Philadelphia,Clear,37,1,,,,,,,,,,
4,6858,Philadelphia,Clear,41,1,,,,,,,,,,
5,6858,Philadelphia,Sunny,36,1,,,,,,,,,,
6,6858,Philadelphia,Clear,35,1,,,,,,,,,,
7,6858,Philadelphia,Sunny,30,1,,,,,,,,,,
14,6858,Philadelphia,Mostly Sunny,35,1,,,,,,,,,,
8,6858,Philadelphia,Sunny,46,1,,,,,,,,,,
9,6858,Philadelphia,Special weather statementClear,35,1,,,,,,,,,,
15,6858,Philadelphia,Clear,36,1,,,,,,,,,,
10,6858,Philadelphia,clear sky,41,1,,,,,,,,,,
11,6858,Philadelphia,Sunny,36,1,,,,,,,,,,
12,6858,Philadelphia,Sunny,36,1,,,,,,,,,,
13,6858,Philadelphia,Fair,36,1,,,,,,,,,,
1,6859,Philadelphia,Fair,,1,,,,,,,,,,
2,6859,Philadelphia,Clear,33,1,,,,,,,,,,
3,6859,Philadelphia,Clear,34,1,,,,,,,,,,
4,6859,Philadelphia,Clear,38,1,,,,,,,,,,
5,6859,Philadelphia,Sunny,33,1,,,,,,,,,,
6,6859,Philadelphia,Clear,33,1,,,,,,,,,,
7,6859,Philadelphia,Sunny,28,1,,,,,,,,,,
14,6859,Philadelphia,Mostly Sunny,29,1,,,,,,,,,,
8,6859,Philadelphia,Sunny,46,1,,,,,,,,,,
9,6859,Philadelphia,Clear,33,1,,,,,,,,,,
