0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
6,21,70,59,59,31,103830,42,44,42,82,58,18871000,,,,,,1,21
7,21,70,59,59,31,103830,42,44,42,82,58,18871000,,,,,,1,21
8,21,70,59,59,31,103088,42,44,42,82,58,18871000,,,,,,1,21
9,21,70,59,59,31,103088,42,44,42,82,58,18871000,231,418000000,43,37,,1,21
10,21,70,59,59,31,100461,42,44,42,,,,232,417800000,76,,,1,21
11,21,71,59,59,31,103088,42,44,42,82,58,,231,,,,107,1,21
12,21,70,59,59,31,103088,42,44,42,82,58,18871000,233,414220000,42,22,,1,21
13,21,70,59,59,31,103088,42,44,42,82,58,18871000,,,,,,1,21
14,21,70,59,59,31,103088,42,44,42,82,58,18871000,,,,,,1,21
15,21,70,59,59,31,103088,42,44,42,82,58,18871000,,,,,,1,21
16,21,72,59,59,31,103088,42,44,42,82,58,19000000,232,418000000,78,24,107,1,21
17,21,70,59,,,103088,,,42,83,59,18870000,230,417780000,,38,106,1,21
18,21,70,59,59,31,103088,42,44,42,82,58,,234,417800000,79,37,,1,21
19,21,,59,,31,103830,,,42,,,,,,,,,1,21
20,21,70,59,59,31,103088,42,44,,82,58,18870000,235,417800000,77,22,106,1,21
21,21,70,59,59,31,100461,42,44,42,,,,,,,,,1,21
22,21,70,59,59,31,103830,42,44,42,82,58,18871000,,,,,,1,21
23,21,70,59,59,31,100461,42,44,,,,,236,,,,,1,21
24,21,70,59,59,31,,,,42,,,,,,,,,1,21
25,21,70,59,59,31,,42,44,,82,58,,237,417800000,,,106,1,21
26,21,70,59,59,31,87000,42,44,42,,,18870000,233,410000000,80,,106,1,21
27,21,70,59,59,31,3469,42,44,42,82,58,,238,411390000,76,22,108,1,21
28,21,70,59,59,31,103088,42,44,42,82,58,18871000,,,,,,1,21
29,21,70,59,59,31,103088,42,44,42,82,58,18870000,230,414220000,80,38,106,1,21
30,21,70,59,,31,103088,42,44,42,82,58,18871000,230,417803940,42,37,106,1,21
31,21,70,59,59,31,103088,42,44,42,82,58,18870000,232,417800000,76,37,107,1,21
32,21,70,59,59,31,103088,42,44,42,82,58,18871000,,,,,,1,21
33,21,70,59,59,31,103830,42,44,42,82,58,18709056,233,414219000,,22,,1,21
34,21,70,59,59,,103830,42,44,42,82,58,,237,,80,24,106,1,21
35,21,70,59,,31,103088,,,,,,,,,,,,1,21
36,21,70,59,59,31,103088,42,44,43,82,58,,238,,,,108,1,21
37,21,70,59,59,31,103088,42,44,42,82,58,18871000,,,,,,1,21
38,21,70,,59,31,3469,42,44,42,82,58,,238,411390000,76,22,108,1,21
39,21,,,,,0,,,,,,,,,,,,1,21
40,21,70,59,,31,,,,,,,,237,,,,,1,21
41,21,70,59,59,31,103830,42,44,42,82,58,,,414200,75,22,,1,21
42,21,70,59,59,31,103830,42,44,42,82,58,18871000,,,,,,1,21
43,21,70,59,60,31,103090,42,44,42,82,58,,,,,,,1,21
44,21,5,60,61,2,8780,43,45,,,,,,,,,,1,21
45,21,30,61,,32,,,,,,,,,,,,,1,21
46,21,70,59,59,31,103088,42,44,42,82,58,,231,,,,107,1,21
47,21,,59,59,31,103088,42,44,,,,,,,,,,1,21
48,21,70,59,60,31,103088,42,44,42,84,58,18871000,,411387800,,,,1,21
49,21,70,59,59,31,103088,42,44,42,82,58,,234,414200000,42,22,,1,21
50,21,70,59,59,31,103830,42,44,42,82,58,18871000,239,417803940,42,22,107,1,21
51,21,70,59,59,31,100361,42,44,42,82,58,18870000000,240,414000000,,,108,1,21
52,21,70,59,59,31,100461,42,44,,82,58,,239,414000000,44,38,109,1,21
53,21,70,59,59,31,103088,42,44,42,82,58,,241,417800000,44,37,106,1,21
54,21,30,61,,32,,,,,82,58,,235,414560000,81,,106,1,21
55,21,70,59,,31,,42,44,,82,58,,233,414220000,42,37,106,1,21
1,22,73,62,62,6,86709,44,46,,,,,,,,,,1,22
2,22,73,62,63,6,98824,44,46,44,85,60,,2,197490000,,,110,1,22
3,22,73,62,62,6,79969,44,46,,,,44100000,,196730000,,39,,1,22
4,22,73,62,62,6,86709,44,46,,85,60,43816000,,197608000,82,39,111,1,22
5,22,73,62,62,6,86109,44,46,44,86,60,43815576,,,,,,1,22
6,22,73,62,62,6,86109,44,46,44,86,60,43815576,,,,,,1,22
7,22,73,62,62,6,86109,44,46,44,86,60,43815576,,,,,,1,22
8,22,73,62,62,6,80431,44,46,44,86,60,43815576,,,,,,1,22
9,22,73,62,62,6,80431,44,46,44,86,60,43815576,,198000000,,,,1,22
10,22,73,62,62,6,80631,44,46,44,,,,,197600000,,,,1,22
11,22,73,62,62,6,80431,44,46,44,86,60,,,,,,112,1,22
12,22,73,62,62,6,81031,44,46,44,86,60,43816000,,196300000,,,,1,22
13,22,73,62,62,6,80431,44,46,44,86,60,43815576,,,,,,1,22
14,22,73,62,62,6,80431,44,46,44,86,60,43815576,,,,,,1,22
15,22,73,62,62,6,80431,44,46,44,86,60,43815576,,,,,,1,22
16,22,74,62,62,6,81031,44,46,44,86,60,44000000,,198000000,1,1,,1,22
17,22,73,62,,,81031,,,44,87,61,43820000,,196310000,,,113,1,22
18,22,73,62,62,6,81031,44,46,44,86,60,,2,197610000,,,,1,22
19,22,,62,,6,86709,,,44,,,,,,,,,1,22
20,22,73,62,62,6,81031,44,46,,86,60,43820000,,197610000,,,113,1,22
21,22,73,62,62,6,80431,44,46,44,,,,,,,,,1,22
22,22,73,62,62,6,86109,44,46,44,86,60,43815576,,,,,,1,22
23,22,73,62,63,6,86709,44,46,,,,,,,,,,1,22
24,22,73,62,62,6,,,,44,,,,,,,,,1,22
25,22,73,62,62,6,,44,46,,88,62,,,195300000,,,114,1,22
26,22,73,62,62,6,79300,44,47,44,,,43820000,2,200000000,1,,113,1,22
27,22,73,62,62,6,6178,44,46,44,86,60,,,196730000,,39,,1,22
28,22,73,62,62,6,80431,44,46,44,86,60,43815576,,,,,,1,22
29,22,73,62,62,6,81031,44,46,44,86,60,43820000,242,196290000,,,113,1,22
30,22,73,62,62,6,81031,44,46,44,86,60,43793000,,197506430,,,113,1,22
31,22,73,62,62,6,80431,44,46,44,86,60,43820000,,197600000,,,112,1,22
32,22,73,62,62,6,80431,44,46,44,86,60,43815576,,,,,,1,22
33,22,73,62,62,6,86709,44,46,44,86,60,43524545,243,196296000,,39,,1,22
34,22,73,62,62,,86709,44,46,44,88,62,,,,,1,114,1,22
35,22,73,62,,6,81031,,,,,,,,,,,,1,22
36,22,73,62,62,6,81031,44,46,45,86,60,,,,,,114,1,22
37,22,73,62,62,6,80431,44,46,44,86,60,43815576,,,,,,1,22
38,22,73,,62,6,6178,44,46,44,86,60,,,196730000,,39,,1,22
39,22,,,,,0,,,,,,,,,,,,1,22
40,22,73,62,,6,,,,,,,,,,,,,1,22
41,22,73,62,62,6,86709,44,46,44,86,60,,,196300,1,39,,1,22
42,22,73,62,62,6,86109,44,46,44,86,60,43815576,,,,,,1,22
43,22,73,62,62,6,81030,44,46,44,86,60,,,,,,,1,22
44,22,5,63,64,2,15696,45,48,,,,,,,,,,1,22
45,22,75,64,,18,,,,,,,,,,,,,1,22
46,22,73,62,62,6,80431,44,46,44,86,60,,,,,,112,1,22
47,22,,62,62,6,81031,44,47,,,,,,,,,,1,22
48,22,73,62,62,6,81031,44,46,44,89,60,43815576,,196731936,,,,1,22
49,22,73,62,62,6,81031,44,46,44,86,60,,244,196300000,1,39,,1,22
50,22,73,62,62,6,86709,44,46,44,86,60,43815576,,197608248,,,112,1,22
51,22,73,62,62,6,79969,44,46,44,86,60,43790000000,,196000000,,,113,1,22
52,22,73,62,62,6,80431,44,46,,86,60,,,196000000,,,115,1,22
53,22,73,62,62,6,81031,44,46,44,86,60,,,195300000,,,113,1,22
54,22,75,64,,18,,,,,86,60,,,197060000,1,,112,1,22
55,22,73,62,,6,,44,46,,86,60,,,196190000,1,1,3,1,22
1,23,76,65,65,33,980566,46,49,,,,,,,,,,1,23
2,23,76,65,65,33,1001294,46,49,46,90,63,,2,2220000000,,,116,1,23
3,23,77,65,65,33,980566,46,49,,,,62620000,,2300000000,,,,1,23
4,23,76,65,65,33,980566,46,49,,90,64,63355000,,2233278000,,,117,1,23
5,23,76,65,65,33,980566,46,49,46,90,64,63355402,,,,,,1,23
6,23,76,65,65,33,980566,46,49,46,90,64,63355402,,,,,,1,23
7,23,76,65,65,33,980566,46,49,46,90,64,63355402,,,,,,1,23
8,23,76,65,65,33,980566,46,49,46,90,64,63355402,,,,,,1,23
9,23,76,65,65,33,980566,46,49,46,90,64,63355402,,2000000000,,,,1,23
10,23,76,65,65,33,970256,46,49,46,,,,,2200000000,,,,1,23
11,23,76,65,65,33,980566,47,49,46,90,64,,,,,,116,1,23
12,23,76,65,65,33,980566,46,49,46,90,64,63355000,,2240000000,,,,1,23
13,23,76,65,65,33,980566,46,49,46,90,64,63355402,,,,,,1,23
14,23,76,65,65,33,980566,46,49,46,90,64,63355402,,,,,,1,23
15,23,76,65,65,33,980566,46,49,46,90,64,63355402,,,,,,1,23
16,23,78,65,65,33,980566,46,49,46,90,64,63000000,,2000000000,1,1,116,1,23
17,23,76,65,,,980566,,,46,91,65,63360000,,2240000000,,,116,1,23
18,23,76,65,65,33,980566,46,49,46,90,64,,2,2230000000,,,,1,23
19,23,,65,,33,983055,,,46,,,,,,,,,1,23
20,23,76,65,65,33,980566,46,49,,90,64,63360000,,2230000000,,,116,1,23
21,23,76,65,65,33,970256,46,49,46,,,,,,,,,1,23
22,23,76,65,65,33,980566,46,49,46,90,64,63355402,,,,,,1,23
23,23,76,65,65,33,980566,46,49,,,,,245,,,,,1,23
24,23,76,65,65,33,,,,46,,,,,,,,,1,23
25,23,76,65,66,33,,46,49,,90,64,,,2233000000,,,116,1,23
26,23,76,65,66,33,964000,46,49,46,,,63360000,2,2240000000,1,,116,1,23
27,23,76,65,65,33,12799,47,49,46,90,63,,,2300000000,,,,1,23
28,23,76,65,65,33,980566,46,49,46,90,64,63355402,,,,,,1,23
29,23,76,65,65,33,980566,47,49,46,90,64,63360000,246,2240000000,,,116,1,23
30,23,77,65,65,34,980566,46,49,46,90,64,63355000,,2233263750,,,116,1,23
31,23,76,65,65,33,980566,46,49,46,90,64,63360000,,2200000000,,,116,1,23
32,23,76,65,65,33,980566,46,49,46,90,64,63355402,,,,,,1,23
33,23,76,65,65,33,980566,46,49,46,90,64,63444862,247,2236431000,,,,1,23
34,23,76,65,66,33,983055,46,49,46,90,64,,,,,1,116,1,23
35,23,76,65,,33,980566,,,,,,,,,,,,1,23
36,23,76,65,65,33,980566,47,49,47,90,64,,,,,,116,1,23
37,23,76,65,65,33,980566,46,49,46,90,64,63355402,,,,,,1,23
38,23,76,,65,33,10310,47,49,46,90,63,,,2300000000,,,,1,23
39,23,,,,,0,,,,,,,,,,,,1,23
40,23,76,65,,33,,,,,,,,,,,,,1,23
41,23,76,65,65,33,980566,47,49,46,90,64,,,2236400,1,1,,1,23
42,23,76,65,65,33,980566,46,49,46,90,64,63355402,,,,,,1,23
43,23,76,65,65,33,980570,47,49,46,90,64,,,,,,,1,23
44,23,5,66,67,2,48652,48,50,,,,,,,,,,1,23
45,23,76,65,,33,,,,,,,,,,,,,1,23
46,23,77,65,65,33,980566,47,49,46,90,64,,,,,,116,1,23
47,23,,65,66,33,980566,46,49,,,,,,,,,,1,23
48,23,76,65,65,33,980566,47,49,46,92,64,63355402,,2301068201,,,,1,23
49,23,76,65,65,33,980566,46,49,46,90,64,,247,2200000000,1,1,,1,23
50,23,76,65,65,33,983055,46,49,46,90,64,63355402,,2233277921,,,116,1,23
51,23,76,65,65,,970256,47,49,46,90,64,63350000000,,2230000000,,,116,1,23
52,23,76,65,65,33,970256,47,49,,90,64,,,2000000000,,,118,1,23
53,23,77,65,66,34,980566,46,49,46,90,64,,,2230000000,,,116,1,23
54,23,76,65,,33,,,,,90,64,,,2220000000,1,,116,1,23
55,23,76,65,,33,,47,49,,90,64,,,2240000000,1,1,68,1,23
1,24,5,67,,2,,,,,,,,,,,,,1,24
2,24,79,67,68,6,283500,49,51,48,93,66,,248,262530000,,,119,1,24
3,24,,,,,,,,,,,,,,,,,1,24
4,24,,,,,,,,,,,,,,,,,1,24
5,24,5,68,69,2,131760,50,52,49,94,67,36619505,,,,,,1,24
6,24,5,68,69,2,131760,50,52,49,94,67,36619505,,,,,,1,24
7,24,5,68,69,2,131760,50,52,49,94,67,36619505,,,,,,1,24
8,24,5,68,69,2,131760,50,52,49,94,67,36619505,,,,,,1,24
9,24,5,68,69,2,131760,50,52,49,94,67,,,,,,,1,24
10,24,,,,,,,,,,,,,,,,,1,24
11,24,5,67,70,2,119715,51,53,50,93,66,,249,,,,119,1,24
13,24,5,68,69,2,131760,50,52,49,94,67,36619505,,,,,,1,24
14,24,5,68,69,2,131760,50,52,49,94,67,36619505,,,,,,1,24
15,24,5,68,69,2,131760,50,52,49,94,67,36619505,,,,,,1,24
18,24,5,67,71,2,0,49,51,50,93,66,,250,262930000,,,,1,24
19,24,,67,,6,215784,,,48,,,,,,,,,1,24
21,24,5,67,72,2,283543,49,51,50,,,,,,,,,1,24
22,24,5,68,69,2,131760,50,52,49,94,67,36619505,,,,,,1,24
23,24,,,,,,,,,,,,,,,,,1,24
25,24,,69,,,,,,,,,,,,,,,1,24
26,24,80,70,73,6,274500,52,54,51,,,,,,,,,1,24
27,24,5,68,69,2,131760,50,52,49,94,67,,,21970000,,,,1,24
28,24,5,68,69,2,131760,50,52,49,94,67,36619505,,,,,,1,24
29,24,,67,,,,,,50,93,66,13140000,251,262930000,,,120,1,24
32,24,5,68,69,2,131760,50,52,49,94,67,36619505,,,,,,1,24
33,24,5,,,,0,,,,,,0,,0,,,,1,24
34,24,,,,,0,,,,,,,,,,,,1,24
36,24,,,,,,,,,,,,,,,,,1,24
37,24,5,68,69,2,131760,50,52,49,94,67,36619505,,,,,,1,24
38,24,5,,69,2,131760,50,52,49,94,67,,,21970000,,,,1,24
39,24,,,,,0,,,,,,,,,,,,1,24
40,24,,69,,2,,,,,,,,,,,,,1,24
41,24,,,,,,,,,,,,,,,,,1,24
42,24,5,68,69,2,131760,50,52,49,94,67,36619505,,,,,,1,24
43,24,79,67,72,6,215780,49,51,48,93,66,,,,,,,1,24
44,24,5,67,74,2,45408,51,51,,,,,,,,,,1,24
45,24,5,71,,2,,,,,,,,,,,,,1,24
46,24,5,67,70,,119715,51,53,50,93,66,,249,,,,119,1,24
47,24,,69,,,,,,,,,,,,,,,1,24
48,24,79,67,72,6,215784,49,51,48,95,66,13139845,,265476192,,,,1,24
49,24,5,67,72,2,283543,49,51,50,93,66,,80,262500000,1,1,,1,24
50,24,,,,,,,,,,,,,,,,,1,24
51,24,5,67,,2,0,,,50,93,66,13140000000,252,263000000,,,121,1,24
52,24,5,67,72,2,283543,49,51,,93,66,,250,265000000,,,122,1,24
54,24,5,67,,2,,,,,93,66,,74,262530000,1,,120,1,24
55,24,,,,,,,,,,,,,,,,,1,24
1,25,81,72,75,35,2183239,53,55,,,,,,,,,,1,25
2,25,81,72,75,35,2214021,53,55,52,96,68,,253,1650000000,,,123,1,25
3,25,81,72,75,35,2081000,53,55,,,,64740000,,1470000000,,,,1,25
4,25,81,72,75,35,2183239,53,55,,96,68,61655000,254,1633846000,,,124,1,25
5,25,81,72,75,35,2183239,53,55,52,97,68,61675282,,,,,,1,25
6,25,81,72,75,35,2183239,53,55,52,97,68,61675282,,,,,,1,25
7,25,81,72,75,35,2183239,53,55,52,97,68,61675282,,,,,,1,25
8,25,81,72,75,35,2180952,53,55,52,97,68,61675282,,,,,,1,25
9,25,81,72,75,35,2180952,53,55,52,97,68,61675282,255,2000000000,,,,1,25
10,25,81,72,75,35,2073758,53,55,52,,,,256,1600000000,,,,1,25
11,25,82,72,75,35,2180952,53,55,52,97,68,,255,,,,64,1,25
12,25,81,72,75,35,2180952,53,55,52,97,68,61675000,257,1490000000,,,,1,25
13,25,81,72,75,35,2180952,53,55,52,97,68,61675282,,,,,,1,25
14,25,81,72,75,35,2180952,53,55,52,97,68,61675282,,,,,,1,25
15,25,81,72,75,35,2180952,53,55,52,97,68,61675282,,,,,,1,25
16,25,83,72,75,35,2180952,53,55,52,97,68,62000000,258,2000000000,1,1,123,1,25
17,25,81,72,,,2180952,,,52,98,69,61680000,259,1630000000,,,123,1,25
18,25,81,72,75,35,2180742,53,55,52,97,68,,260,1630000000,,,,1,25
19,25,,72,,35,2183239,,,52,,,,,,,,,1,25
20,25,81,72,75,35,2180000,53,55,,96,68,61650000,261,1630000000,,,123,1,25
21,25,81,72,75,35,2070558,53,55,52,,,,,,,,,1,25
22,25,81,72,75,35,2183239,53,55,52,97,68,61675282,,,,,,1,25
23,25,81,72,75,35,2180942,53,55,,,,,262,,,,,1,25
24,25,81,72,75,35,,,,52,,,,,,,,,1,25
25,25,81,72,75,35,,53,55,,97,68,,257,1649000000,,,123,1,25
26,25,81,72,75,35,2047400,53,56,52,,,61680000,257,1490000000,1,,123,1,25
27,25,81,72,75,35,113185,53,55,52,96,68,,263,1470000000,,,123,1,25
28,25,81,72,75,35,2180952,53,55,52,97,68,61675282,,,,,,1,25
29,25,81,72,75,35,2180000,53,55,52,97,68,61680000,259,1490000000,,,123,1,25
30,25,81,72,75,35,2180952,53,55,52,97,68,61675000,259,1634387500,,,123,1,25
31,25,81,72,75,35,2180952,53,55,52,97,68,61680000,256,1600000000,,,64,1,25
32,25,81,72,75,35,2180952,53,55,52,97,68,61675282,,,,,,1,25
33,25,81,72,75,35,2183239,53,55,52,97,68,56112075,257,1486970000,,,,1,25
34,25,81,72,75,,2183239,53,55,52,97,68,,257,,,1,123,1,25
35,25,81,72,,35,2180952,,,,,,,,,,,,1,25
36,25,81,72,75,35,2180952,53,55,53,97,68,,264,,,,125,1,25
37,25,81,72,75,35,2180952,53,55,52,97,68,61675282,,,,,,1,25
38,25,81,,75,35,112985,53,55,52,96,68,,263,1470000000,,,123,1,25
39,25,,,,,0,,,,,,,,,,,,1,25
40,25,81,72,,35,,,,,,,,257,,,,,1,25
41,25,81,72,75,35,2183239,53,55,52,97,68,,,1486400,1,1,,1,25
42,25,81,72,75,35,2183239,53,55,52,97,68,61675282,,,,,,1,25
43,25,81,72,75,35,2180000,53,55,52,97,68,,,,,,,1,25
44,25,5,73,76,2,75296,54,57,,,,,,,,,,1,25
45,25,84,72,,35,,,,,,,,,,,,,1,25
46,25,81,72,75,35,2180952,53,55,52,97,68,,255,,,,64,1,25
47,25,,72,75,35,2180952,53,55,,,,,,,,,,1,25
48,25,81,72,75,35,2180742,53,55,52,99,68,61675282,,1469721970,,,,1,25
49,25,81,72,75,35,2180952,53,55,52,97,68,,265,1400000000,1,1,,1,25
50,25,81,72,75,35,2183239,53,55,52,97,68,61675282,266,1634394973,,,64,1,25
51,25,81,72,75,35,2070208,53,55,52,97,68,61670000000,267,1480000000,,,125,1,25
52,25,81,72,75,35,2070558,53,55,,97,68,,266,1000000000,,,13,1,25
53,25,81,72,75,35,2180952,53,55,52,96,68,,259,1650000000,,,123,1,25
54,25,84,72,,35,,,,,97,68,,259,1650000000,1,,123,1,25
55,25,81,72,,35,,53,55,,96,68,,268,1490000000,1,1,126,1,25
1,26,85,74,77,36,84381,55,58,,,,,,,,,,1,26
2,26,85,74,77,36,84481,55,58,54,100,70,,269,901150000,,,87,1,26
3,26,85,74,77,36,82548,55,58,,,,52300000,,879170000,,,,1,26
4,26,85,74,77,36,84381,55,58,,101,71,49051000,270,896347000,,,127,1,26
5,26,85,74,77,36,84381,55,58,54,101,71,49050628,,,,,,1,26
6,26,85,74,77,36,84381,55,58,54,101,71,49050628,,,,,,1,26
7,26,85,74,77,36,84381,55,58,54,101,71,49050628,,,,,,1,26
8,26,85,74,77,36,83955,55,58,54,101,71,49050628,,,,,,1,26
9,26,85,74,77,36,83955,55,58,54,101,71,49050628,271,847000000,,,,1,26
10,26,85,74,77,36,83955,55,58,54,,,,272,847100000,,,,1,26
11,26,85,74,77,36,83955,55,58,54,101,71,,271,,,,87,1,26
12,26,85,74,77,36,83955,55,58,54,101,71,52176000,273,876560000,,,,1,26
13,26,85,74,77,36,83955,55,58,54,101,71,49050628,,,,,,1,26
14,26,85,74,77,36,83955,55,58,54,101,71,49050628,,,,,,1,26
15,26,85,74,77,36,83955,55,58,54,101,71,49050628,,,,,,1,26
16,26,85,74,77,36,83955,55,58,54,101,71,52000000,272,901000000,1,1,87,1,26
17,26,85,74,,,83955,,,54,102,72,52180000,271,901150000,,,87,1,26
18,26,85,74,77,36,83955,55,58,54,101,71,,274,901070000,,,,1,26
19,26,,74,,36,84381,,,54,,,,,,,,,1,26
20,26,85,74,77,36,83955,55,58,,101,71,51900000,271,896350000,,,87,1,26
21,26,85,74,77,36,82548,55,58,54,,,,,,,,,1,26
22,26,85,74,77,36,84381,55,58,54,101,71,49050628,,,,,,1,26
23,26,85,74,77,36,82548,55,58,,,,,275,,,,,1,26
24,26,85,74,77,36,,,,54,,,,,,,,,1,26
25,26,85,74,77,36,,55,58,,101,71,,273,901100000,,,128,1,26
26,26,85,74,77,36,81900,55,58,54,,,52180000,273,880000000,1,,87,1,26
27,26,85,74,77,36,1833,55,58,54,101,71,,271,879170000,,,87,1,26
28,26,85,74,77,36,83955,55,58,54,101,71,49050628,,,,,,1,26
29,26,85,74,77,36,83955,55,58,54,101,71,52180000,271,876550000,,,128,1,26
30,26,85,74,,36,83955,55,58,54,101,71,49051000,271,847110770,,,87,1,26
31,26,85,74,77,36,83955,55,58,54,101,71,49050000,272,847100000,,,87,1,26
32,26,85,74,77,36,83955,55,58,54,101,71,49050628,,,,,,1,26
33,26,85,74,77,36,84381,55,58,54,101,71,47716086,273,824057000,,,,1,26
34,26,85,74,77,,84381,55,58,54,101,71,,273,,,1,128,1,26
35,26,85,74,,36,83955,,,,,,,,,,,,1,26
36,26,85,74,77,36,83955,55,58,55,101,71,,276,,,,129,1,26
37,26,85,74,77,36,83955,55,58,54,101,71,49050628,,,,,,1,26
38,26,85,,77,36,1833,55,58,54,101,71,,271,879170000,,,87,1,26
39,26,,,,,0,,,,,,,,,,,,1,26
40,26,85,74,,36,,,,,,,,273,,,,,1,26
41,26,85,74,77,36,84381,55,58,54,101,71,,,824100,1,1,,1,26
42,26,85,74,77,36,84381,55,58,54,101,71,49050628,,,,,,1,26
43,26,85,74,77,36,83960,55,58,54,101,71,,,,,,,1,26
44,26,5,75,78,2,1575,56,59,,,,,,,,,,1,26
45,26,86,76,,37,,,,,,,,,,,,,1,26
46,26,85,74,77,36,83955,55,58,54,101,71,,271,,,,87,1,26
47,26,,74,77,36,84381,55,58,,,,,,,,,,1,26
48,26,85,74,77,36,83955,55,58,54,103,71,52175628,,826503082,,,,1,26
49,26,85,74,77,36,84381,55,58,54,101,71,,274,876500000,1,1,,1,26
50,26,85,74,77,36,84381,55,58,54,101,71,52175628,274,901073096,,,128,1,26
51,26,85,74,77,36,82548,55,58,54,101,71,52170000000,274,877000000,,,129,1,26
52,26,85,74,77,36,82548,55,58,,101,71,,274,824000000,,,130,1,26
53,26,85,74,77,36,83955,55,58,54,101,71,,271,901060000,,,128,1,26
54,26,86,76,,37,,,,,101,71,,271,902190000,1,,128,1,26
55,26,85,74,,36,,55,58,,101,71,,277,876560000,1,1,131,1,26
1,27,87,77,79,38,2300895,57,60,,,,,,,,,,1,27
2,27,87,77,79,38,2153148,57,60,56,104,73,,278,9970000000,,,36,1,27
3,27,87,77,79,38,2299000,57,60,,,,182400000,,9500000000,,,,1,27
4,27,87,77,79,38,2300895,57,60,,104,74,176858000,279,9866908000,,,132,1,27
5,27,87,77,79,38,2297174,57,60,56,105,74,175929067,,,,,,1,27
6,27,87,77,79,38,2297174,57,60,56,105,74,175929067,,,,,,1,27
7,27,87,77,79,38,2297174,57,60,56,105,74,175929067,,,,,,1,27
8,27,87,77,79,38,2297174,57,60,56,105,74,175929067,,,,,,1,27
9,27,87,77,79,38,2297174,57,60,56,105,74,175929067,280,10000000000,,,,1,27
10,27,87,77,79,38,2299243,57,60,56,,,,108,9800000000,,,,1,27
11,27,88,78,79,39,2182662,57,60,56,104,74,,281,,,,98,1,27
12,27,87,77,79,38,2300895,57,60,56,104,74,175929000,282,9620000000,,,,1,27
13,27,87,77,79,38,2297174,57,60,56,105,74,175929067,,,,,,1,27
14,27,87,77,79,38,2297174,57,60,56,105,74,175929067,,,,,,1,27
15,27,87,77,79,38,2297174,57,60,56,105,74,175929067,,,,,,1,27
16,27,4,77,79,38,2300895,57,60,56,104,74,176000000,108,10000000000,1,1,98,1,27
17,27,89,79,,,2294371,,,56,106,75,175930000,282,9620000000,,,98,1,27
18,27,87,77,79,38,2300795,57,60,56,104,74,,283,9870000000,,,,1,27
19,27,,77,,38,2300895,,,56,,,,,,,,,1,27
20,27,87,77,79,38,2300000,57,60,,104,74,175930000,281,9820000000,,,98,1,27
21,27,87,77,79,38,2297174,57,60,56,,,,,,,,,1,27
22,27,87,77,79,38,2297174,57,60,56,105,74,175929067,,,,,,1,27
23,27,1,80,79,40,1856117,57,60,,,,,284,,,,,1,27
24,27,1,80,79,40,,,,56,,,,,,,,,1,27
25,27,87,77,80,38,,58,60,,105,74,,282,9867000000,,,98,1,27
26,27,88,78,79,39,2283500,57,60,56,,,175930000,282,9620000000,1,,98,1,27
27,27,87,81,79,38,61148,57,60,56,104,73,,46,9500000000,,,98,1,27
28,27,87,77,79,38,2297174,57,60,56,105,74,175929067,,,,,,1,27
29,27,87,77,79,38,2300000,57,60,56,104,74,175930000,285,9620000000,,,98,1,27
30,27,87,77,79,38,2300895,57,60,56,104,74,176858000,286,9866907820,,,36,1,27
31,27,89,79,79,41,2089632,57,60,56,104,74,175930000,108,9800000000,,,98,1,27
32,27,87,77,79,38,2297174,57,60,56,105,74,175929067,,,,,,1,27
33,27,87,77,79,38,2340378,57,60,56,104,74,172491773,287,9623316000,,,,1,27
34,27,87,77,80,,2300795,59,60,56,105,74,,282,,,1,98,1,27
35,27,87,77,,38,2300895,,,,,,,,,,,,1,27
36,27,87,77,79,38,2300895,57,60,57,104,74,,282,,,,133,1,27
37,27,87,77,79,38,2297174,57,60,56,105,74,175929067,,,,,,1,27
38,27,87,,79,38,61248,57,60,56,104,73,,46,9500000000,,,98,1,27
39,27,87,82,79,38,2045634,57,60,56,104,74,,281,,,,98,1,27
40,27,87,77,,38,,,,,,,,282,,,,,1,27
41,27,87,77,79,38,2300895,57,60,56,104,74,,,9623300,1,1,,1,27
42,27,87,77,79,38,2297174,57,60,56,105,74,175929067,,,,,,1,27
43,27,87,77,79,38,2300000,57,60,56,104,74,,,,,,,1,27
44,27,5,83,81,2,146392,60,61,,,,,,,,,,1,27
45,27,89,79,,41,,,,,,,,,,,,,1,27
46,27,88,78,79,39,2182662,57,60,56,104,74,,281,,,,98,1,27
47,27,,77,80,38,2300795,59,60,,,,,,,,,,1,27
48,27,87,77,79,38,2299243,57,60,56,107,74,176858000,,9503688199,,,,1,27
49,27,87,77,79,38,2300795,57,60,56,104,74,,288,9600000000,1,1,,1,27
50,27,87,77,79,38,2292775,57,60,56,104,74,176858000,44,9866907820,,,98,1,27
51,27,87,77,79,38,2299243,57,60,56,104,74,1.77E+11,289,9670000000,,,133,1,27
52,27,87,77,79,38,2297074,57,60,,104,74,,44,10000000000,,,98,1,27
53,27,87,77,80,38,2300795,59,60,56,104,74,,280,9870000000,,,98,1,27
54,27,89,79,,41,,,,,104,74,,280,9970000000,1,,98,1,27
55,27,87,77,,38,,57,60,,104,74,,290,9620000000,1,1,134,1,27
1,28,90,84,82,42,125593,61,62,,,,,,,,,,1,28
2,28,90,84,83,42,125593,61,62,58,108,76,,291,564220000,83,27,135,1,28
